,id,startpos,endpos,text
323,1545,115930,116790,"Der Abdecker, der, einen Eimer Wasser in der Hand, beschäftigt war, einen dicken, wohlbeleibten Gaul, der seinen Karren zog, zu tränken, sagte: »die schwarzen?« – Er streifte dem Gaul, nachdem er den Eimer niedergesetzt, das Gebiß aus dem Maul, und sagte: »die Rappen, die an die Runge gebunden wären, hätte ihm der Schweinehirte von Hainichen verkauft. Wo der sie herhätte, und ob sie von dem Wilsdrufer Schäfer kämen, das wisse er nicht. Ihm hätte«, sprach er, während er den Eimer wieder aufnahm, und zwischen Deichsel und Knie anstemmte: »ihm hätte der Gerichtsbote aus Wilsdruf gesagt, daß er sie nach Dresden in das Haus derer von Tronka bringen solle; aber der Junker, an den er gewiesen sei, heiße Kunz.« Bei diesen Worten wandte er sich mit dem Rest des Wassers, den der Gaul im Eimer übriggelassen hatte, und schüttete ihn auf das Pflaster der Straße"
324,1187,116796,117021,"Der Kämmerer, der, von den Blicken der hohnlachenden Menge umstellt, den Kerl, der mit empfindungslosem Eifer seine Geschäfte betrieb, nicht bewegen konnte, daß er ihn ansah, sagte: daß er der Kämmerer, Kunz von Tronka, wäre;"
325,2203,117324,117386,"mit gespreizten Beinen dastand, und sich die Hosen in die Höhe"
326,2025,117872,117979,"ob sie, vor dem Schweinehirten aus Hainichen, Peter oder Paul besessen hätte, oder der Schäfer aus Wilsdruf"
327,1434,118206,118271,"Kämmerer, der auf der Welt Gottes nicht wußte, was er mit Pferden"
328,1564,118277,118311,der Schweinehirte von Hainichen an
329,1436,118360,118482,"falls es nicht diejenigen wären, auf welchen der Teufel durch Sachsen ritt, forderte den Junker auf, ein Wort zu sprechen;"
330,1682,118766,118787,zu tun oder zu lassen
331,2205,118921,119010,"trotzig, den Platz nicht zu verlassen, eben weil das Gesindel höhnisch auf ihn einblickte"
332,1475,119278,119322,"Es traf sich, daß Kohlhaas eben, durch einen"
333,2027,119978,120013,deren Zustand so heillos beschaffen
334,419,120543,120561,indem er sich eine
335,2207,121967,122042,"seinen Platz, dem Abdecker von Döbbeln gegenüber, unter dem Volke behauptet"
336,2209,122145,122210,"indem er sein Schwert, mit Stolz und Ansehen, unter dem Arm hielt"
337,2029,122528,122594,"die, auf wankenden Beinen, die Häupter zur Erde gebeugt, dastanden"
338,1438,122677,122702,aus einer Ferne von zwölf
339,524,122836,122903,"recht; die Pferde, die an seinen Karren gebunden sind, gehören mir!"
340,2211,122936,122966,ganzen Kreise der Herren umsah
341,2213,123095,123189,"der Kämmerer, mit einem raschen, seinen Helmbusch erschütternden Schritt zu dem Abdecker heran"
342,1189,123200,123229,ihm einen Beutel mit Geld zu;
343,2215,123279,123341,mit einem bleiernen Kamm die Haare über die Stirn zurückkämmte
344,173,123369,123439,"befahl er einem Knecht, die Pferde abzulösen und nach Hause zu führen!"
345,589,123567,123614,"trat auch, in der Tat, ein wenig rot im Gesicht"
346,461,123684,123920,"zu den Pferden heran; doch kaum hatte er ihre Halftern erfaßt, um sie loszubinden, als ihn Meister Himboldt, sein Vetter, schon beim Arm ergriff, und mit den Worten: du rührst die Schindmähren nicht an! von dem Karren hinwegschleuderte."
347,1196,124080,124169,daß er sich einen Schinderknecht anschaffen müsse um ihm einen solchen Dienst zu leisten!
348,1198,124515,124679,"unter einer kurzen Darstellung der schändlichen Aufhetzerei, die sich die Bürger der Stadt erlaubten, auf, den Rädelsführer, Meister Himboldt, in Verhaft zu nehmen."
349,1200,125085,125146,ob er sich gegen Herkommen und Schicklichkeit mit den Pferden
350,1202,125362,125432,"fragte ihn: ob er irgend Anstand nähme, seinen Befehl zu erfüllen, und"
351,1204,125577,125898,"erwiderte: die Pferde müßten erst ehrlich gemacht werden, bevor man ihm das zumute; so folgte ihm der Kämmerer von hinten, riß ihm den Hut ab, der mit seinem Hauszeichen geschmückt war, zog, nachdem er den Hut mit Füßen getreten, von Leder, und jagte den Knecht mit wütenden Hieben der Klinge augenblicklich vom Platz weg"
352,1206,125924,126276,"Meister Himboldt rief: schmeißt den Mordwüterich doch gleich zu Boden! und während die Bürger, von diesem Auftritt empört, zusammentraten, und die Wache hinwegdrängten, warf er den Kämmerer von hinten nieder, riß ihm Mantel, Kragen und Helm ab, wand ihm das Schwert aus der Hand, und schleuderte es, in einem grimmigen Wurf, weit über den Platz hinweg."
353,1440,126624,126690,"die Erscheinung eines Trupps berittener Landsknechte, die zufällig"
354,2219,127085,127239,"Einen so heillosen Ausgang nahm der wohlgemeinte und redliche Versuch, dem Roßhändler wegen des Unrechts, das man ihm zugefügt, Genugtuung zu verschaffen."
355,1566,127240,127272,"Der Abdecker von Döbbeln, dessen"
356,175,127808,128398,"sowenig der Roßhändler ihn in der Tat verschuldet hatte, erweckte gleichwohl, auch bei den Gemäßigtern und Besseren, eine, dem Ausgang seiner Streitsache höchst gefährliche Stimmung im Lande. Man fand das Verhältnis desselben zum Staat ganz unerträglich, und in Privathäusern und auf öffentlichen Plätzen, erhob sich die Meinung, daß es besser sei, ein offenbares Unrecht an ihm zu verüben, und die ganze Sache von neuem niederzuschlagen, als ihm Gerechtigkeit, durch Gewalttaten ertrotzt, in einer so nichtigen Sache, zur bloßen Befriedigung seines rasenden Starrsinns, zukommen zu lassen."
357,2097,128475,128562,"übergroßer Rechtlichkeit, und einem davon herrührenden Haß gegen die Familie von Tronka"
358,283,129015,129102,"bei dem staatsbürgerlichen Gewicht, den sie, als eine der ersten und edelsten, im Lande"
359,628,129155,129190,eine Vergütigung der Pferde in Geld
360,179,129848,129933,"Wille, durch den Vorfall, der sich auf dem Markt zugetragen, in der Tat gebrochen war"
361,907,130062,130142,"mit völliger Bereitwilligkeit und Vergebung alles Geschehenen, entgegenzukommen;"
362,285,130173,130212,den stolzen Rittern zu tun empfindlich;
363,2222,130558,130877,"ob er, nachdem er sein Leben daran gesetzt, um diese Sache, seinen Wünschen gemäß, beizulegen, auch noch seine Ehre dem Tadel der Welt aussetzen, und mit einer Bitte um Vergleich und Nachgiebigkeit, vor einem Manne erscheinen solle, der alle nur erdenkliche Schmach und Schande über ihn und seine Familie gebracht habe."
364,49,130878,131459,"Der Kurfürst, nachdem er den Brief gelesen hatte, fragte den Grafen Kallheim verlegen: ob das Tribunal nicht befugt sei, ohne weitere Rücksprache mit dem Kohlhaas, auf den Umstand, daß die Pferde nicht wiederherzustellen wären, zu fußen, und demgemäß das Urteil, gleich, als ob sie tot wären, auf bloße Vergütigung derselben in Geld abzufassen? Der Graf antwortete: »gnädigster Herr, sie sind tot: sind in staatsrechtlicher Bedeutung tot, weil sie keinen Wert haben, und werden es physisch sein, bevor man sie, aus der Abdeckerei, in die Ställe der Ritter gebracht hat«; worauf der"
365,526,131798,132048,"So standen die Sachen in Dresden, als sich über den armen Kohlhaas, noch ein anderes, bedeutenderes Gewitter, von Lützen her, zusammenzog, dessen Strahl die arglistigen Ritter geschickt genug waren, auf das unglückliche Haupt desselben herabzuleiten."
366,591,132284,132354,einen Teil dieses zu allen Schandtaten aufgelegten Gesindels von neuem
367,207,132923,132952,bei seiner Ankunft in Dresden
368,287,133178,133248,über die Befolgung der ihnen von dem Kurfürsten angelobten Amnestie zu
369,465,133611,133648,dem ganzen Handel eine andere Gestalt
370,467,135263,135287,das Interesse der Ritter
371,289,135434,135490,unverzüglich ein Verhör über den Roßhändler anstellen zu
372,528,135595,135661,"den Heinrich und Leopold, seine beiden kleinen Knaben auf dem Arm;"
373,1006,135812,135874,"Gedanken mancherlei Art, die zu entwickeln zu weitläuftig sind"
374,1686,137224,137383,"indem er den Kerl, wegen auf dem platten Lande verübter Notzucht und anderer Schelmereien, kurz vor Auflösung des Haufens in Lützen hatte hängen lassen wollen;"
375,2224,138328,138344,in bezug auf die
376,1688,139107,139214,"um die Sache desselben, bevor sie durch neue Ereignisse verwickelt und verworren würde, zu Ende zu bringen;"
377,630,139445,139492,in Wendungen arglistiger und rabulistischer Art
378,1261,140123,140496,"brachten sie gar ein kurfürstliches Edikt bei, worin, vor einem Zeitraum von zwölf Jahren, einer Viehseuche wegen, die Einführung der Pferde aus dem Brandenburgischen ins Sächsische, in der Tat verboten worden war: zum sonnenklaren Beleg nicht nur der Befugnis, sondern sogar der Verpflichtung des Junkers, die von dem Kohlhaas über die Grenze gebrachten Pferde anzuhalten."
379,845,140499,140612,"Kohlhaas, der inzwischen von dem wackern Amtmann zu Kohlhaasenbrück seine Meierei, gegen eine geringe Vergütigung"
380,1008,141101,141140,vielleicht auch noch Gründe anderer Art
381,1010,141157,141232,"wir jedem, der in seiner Brust Bescheid weiß, zu erraten überlassen wollen."
382,291,141405,141488,"falls man seiner, wie es den Anschein habe, bei dem Gericht nicht notwendig bedürfe"
383,209,141762,142003,"müsse gestehen, daß seine Anwesenheit grade jetzt notwendiger sei als jemals, indem das Gericht wegen arglistiger und winkelziehender Einwendungen der Gegenpart, seiner Aussagen und Erörterungen, in tausenderlei nicht vorherzusehenden Fällen"
384,1895,142142,142159,indem er sich auf
385,128,143088,143151,die Gubernial-Resolution von einem Freiherrn Siegfried von Wenk
386,1280,143163,143200,von dem Prinzen Christiern von Meißen
387,295,143724,143918,"doch es verging eine Woche, und es verging mehr, ohne daß weder diese Entscheidung einlief, noch auch das Rechtserkenntnis, so bestimmt man es ihm auch verkündigt hatte, bei dem Tribunal gefällt"
388,632,143981,144075,"die Gesinnung der Regierung gegen ihn, sie möge sein, welche man wolle, zur Sprache zu bringen"
389,297,144478,144497,"in dem kleinen, auf"
390,333,145456,145485,und sich von der Wahrheit des
391,130,145816,145999,"Denn nichts mißgönnte er der Regierung, mit der er zu tun hatte, mehr, als den Schein der Gerechtigkeit, während sie in der Tat die Amnestie, die sie ihm angelobt hatte, an ihm brach;"
392,1263,148095,148115,"er glaube, daß seine"
393,1968,148663,148689,Wendungen auf den Gebrauch
394,911,149622,149656,"der Schloßhauptmann, Freiherr Wenk"
395,1764,150539,150567,wenn er sich still in seinem
396,335,150785,150801,in bezug auf den
397,299,150963,151101,"ob er ein Gefangener wäre, und ob er glauben solle, daß die ihm feierlich, vor den Augen der ganzen Welt angelobte Amnestie gebrochen sei?"
398,301,151102,151285,"worauf der Freiherr sich plötzlich glutrot im Gesichte zu ihm wandte, und, indem er dicht vor ihn trat, und ihm in das Auge sah, antwortete: ja! ja! ja! – ihm den Rücken zukehrte, ihn"
399,634,151595,151683,"auch seinerseits von der Verbindlichkeit den Artikeln der Amnestie nachzukommen, befreit"
400,1690,152232,152293,Inzwischen war der Nagelschmidt in den Wäldern des Erzgebirgs
401,530,153565,153681,"in einem Dorf dicht vor Dresden, in Krämpfen häßlicher Art, denen er von Jugend auf unterworfen war, niederzusinken;"
402,1693,154661,154797,"Der Kurfürst weigerte sich standhaft, auf den Grund bloß dieses Briefes, dem Kohlhaas das freie Geleit, das er ihm angelobt, zu brechen;"
403,778,155237,155254,"zu lassen, und zu"
404,913,156257,156368,"vollkommen überzeugt hatte, daß nichts auf der Welt ihn aus dem Handel, in dem er verwickelt war, retten konnte"
405,1695,157504,157654,"für den Fall aber daß Gewalt nötig sei, ein paar beherzte, gescheute und wohlbewaffnete Knechte, in der Neustadt bei Dresden gegenwärtig wissen wolle;"
406,593,158323,158514,"mit seinen fünf Kindern nach Hamburg zu gehen, und sich von dort nach der Levante oder nach Ostindien, oder so weit der Himmel über andere Menschen, als die er kannte, blau war, einzuschiffen"
407,915,158516,158704,"denn die Dickfütterung der Rappen hatte seine, von Gram sehr gebeugte Seele auch unabhängig von dem Widerwillen, mit dem Nagelschmidt deshalb gemeinschaftliche Sache zu machen, aufgegeben."
408,51,158852,158882,zum Chef des Tribunals ernannt
409,1027,159015,159551,"Man machte ihm auf den Grund dieses Briefes, der an alle Ecken der Stadt angeschlagen ward, den Prozeß; und da er vor den Schranken des Tribunals auf die Frage, ob er die Handschrift anerkenne, dem Rat, der sie ihm vorhielt, antwortete: »ja!« zur Antwort aber auf die Frage, ob er zu seiner Verteidigung etwas vorzubringen wisse, indem er den Blick zur Erde schlug, erwiderte, »nein!« so ward er verurteilt, mit glühenden Zangen von Schinderknechten gekniffen, gevierteilt, und sein Körper, zwischen Rad und Galgen, verbrannt zu werden."
410,721,159552,159837,"So standen die Sachen für den armen Kohlhaas in Dresden, als der Kurfürst von Brandenburg zu seiner Rettung aus den Händen der Übermacht und Willkür auftrat, und ihn, in einer bei der kurfürstlichen Staatskanzlei daselbst eingereichten Note, als brandenburgischen Untertan reklamierte."
411,1698,159838,160577,"Denn der wackere Stadthauptmann, Herr Heinrich von Geusau, hatte ihn, auf einem Spaziergange an den Ufern der Spree, von der Geschichte dieses sonderbaren und nicht verwerflichen Mannes unterrichtet, bei welcher Gelegenheit er von den Fragen des erstaunten Herrn gedrängt, nicht umhin konnte, der Schuld zu erwähnen, die durch die Unziemlichkeiten seines Erzkanzlers, des Grafen Siegfried von Kallheim, seine eigene Person drückte: worüber der Kurfürst schwer entrüstet, den Erzkanzler, nachdem er ihn zur Rede gestellt und befunden, daß die Verwandtschaft desselben mit dem Hause derer von Tronka an allem schuld sei, ohne weiteres, mit mehreren Zeichen seiner Ungnade entsetzte, und den Herrn Heinrich von Geusau zum Erzkanzler ernannte."
412,847,160578,161906,"Es traf sich aber, daß die Krone Polen grade damals, indem sie mit dem Hause Sachsen, um welchen Gegenstandes willen wissen wir nicht, im Streit lag, den Kurfürsten von Brandenburg, in wiederholten und dringenden Vorstellungen anging, sich mit ihr in gemeinschaftlicher Sache gegen das Haus Sachsen zu verbinden; dergestalt, daß der Erzkanzler, Herr Geusau, der in solchen Dingen nicht ungeschickt war, wohl hoffen durfte, den Wunsch seines Herrn, dem Kohlhaas, es koste was es wolle, Gerechtigkeit zu verschaffen, zu erfüllen, ohne die Ruhe des Ganzen auf eine mißlichere Art, als die Rücksicht auf einen einzelnen erlaubt, aufs Spiel zu setzen. Demnach forderte der Erzkanzler nicht nur wegen gänzlich willkürlichen, Gott und Menschen mißgefälligen Verfahrens, die unbedingte und ungesäumte Auslieferung des Kohlhaas, um denselben, falls ihn eine Schuld drücke, nach brandenburgischen Gesetzen, auf Klageartikel, die der Dresdner Hof deshalb durch einen Anwalt in Berlin anhängig machen könne, zu richten; sondern er begehrte sogar selbst Pässe für einen Anwalt, den der Kurfürst nach Dresden zu schicken willens sei, um dem Kohlhaas, wegen der ihm auf sächsischem Grund und Boden abgenommenen Rappen und anderer himmelschreienden Mißhandlungen und Gewalttaten halber, gegen den Junker Wenzel von Tronka, Recht zu verschaffen."
413,1112,161983,162024,zum Präsidenten der Staatskanzlei ernannt
414,1404,162104,162118,in der er sich
415,53,162770,162914,"der Erzkanzler, Herr Heinrich von Geusau, erklärte: »daß Kohlhaasenbrück, der Ort, nach welchem der Roßhändler heiße, im Brandenburgischen liege"
416,694,163160,163193,den Prinzen Christiern von Meißen
417,1817,163319,163352,an den Berliner Hof auszuliefern.
418,2343,163441,163534,"die Leitung der Kohlhaasischen Sache auf den Wunsch seines bedrängten Herrn, übernehmen mußte"
419,1819,163548,163639,auf welchen Grund er nunmehr den Roßhändler bei dem Kammergericht zu Berlin verklagt wissen
420,1821,163696,164340,"an den Nagelschmidt, wegen der zweideutigen und unklaren Umstände, unter welchen er geschrieben war, nicht berufen konnte, der früheren Plünderungen und Einäscherungen aber, wegen des Plakats, worin sie ihm vergeben worden waren, nicht erwähnen durfte: so beschloß der Kurfürst, der Majestät des Kaisers zu Wien einen Bericht über den bewaffneten Einfall des Kohlhaas in Sachsen vorzulegen, sich über den Bruch des von ihm eingesetzten öffentlichen Landfriedens zu beschweren, und sie, die allerdings durch keine Amnestie gebunden war, anzuliegen, den Kohlhaas bei dem Hofgericht zu Berlin deshalb durch einen Reichsankläger zur Rechenschaft zu"
421,1282,164423,164455,den der Kurfürst von Brandenburg
422,55,164557,164692,"mit seinen fünf Kindern, die man auf seine Bitte aus Findel- und Waisenhäusern wieder zusammengesucht hatte, nach Berlin transportiert."
423,303,164701,164742,sich daß der Kurfürst von Sachsen auf die
424,1212,166578,166897,"als der Landdrost ihnen mit einem verlegenen Gesicht entgegenkam, und sie bat zurückzubleiben. Auf die betretene Frage des Kurfürsten was vorgefallen wäre, daß er so bestürzt sei? antwortete der Landdrost stotternd gegen den Kämmerer gewandt, daß der Kohlhaas im Wagen sei; auf welche jedermann unbegreifliche Nachricht"
425,1214,166974,167167,"der Kämmerer, Herr Kunz, seinen Becher mit Wein nahm, und ihn, mit einer Rückwendung gegen das Zelt, in den Sand schüttete. Der Kurfürst setzte, über und über rot, den seinigen auf einen Teller"
426,696,168517,168537,der Kurfürst und die
427,57,168901,168968,"die ihm vom Halse herabhing, schäkernd in seinen seidenen Brustlatz"
428,1611,169705,169782,"Torheit, du regierst die Welt, und dein Sitz ist ein schöner weiblicher Mund!"
429,59,169877,169944,"sein, ihm in Herzberg erkranktes Kind mit Semmel und Milch fütterte"
430,61,170385,170464,"eine kleine bleierne Kapsel, die ihm an einem seidenen Faden vom Hals herabhing"
431,63,170834,170913,"Sieben Monden mögen es etwa sein, genau am Tage nach dem Begräbnis meiner Frau;"
432,181,171000,171075,"um des Junkers von Tronka, der mir viel Unrecht zugefügt, habhaft zu werden"
433,538,171133,171517,"der Kurfürst von Sachsen und der Kurfürst von Brandenburg in Jüterbock, einem Marktflecken, durch den der Streifzug mich führte, eine Zusammenkunft hielten; und da sie sich gegen Abend ihren Wünschen gemäß vereinigt hatten, so gingen sie, in freundschaftlichem Gespräch, durch die Straßen der Stadt, um den Jahrmarkt, der eben darin fröhlich abgehalten ward, in Augenschein zu nehmen."
434,65,171887,171929,"hinter allem Volk, am Eingang einer Kirche"
435,307,173187,173281,"ein Amulett, Kohlhaas, der Roßhändler; verwahr es wohl, es wird dir dereinst das Leben retten!"
436,638,173339,173539,"die Wahrheit zu gestehen, hat's mir in Dresden, so scharf es herging, das Leben nicht gekostet; und wie es mir in Berlin gehen wird, und ob ich auch dort damit bestehen werde, soll die Zukunft lehren."
437,2101,174282,174312,als ob ihn der Schlag gerührt!
438,133,175214,175237,in der Meierei zu Dahme
439,1383,175660,175821,"daß der Anblick eines nichtigen Zettels, den der Mann in einer bleiernen Kapsel mit sich führe, schuld an dem ganzen unangenehmen Zufall sei, der ihm zugestoßen."
440,211,176346,176393,"auf der Welt notwendiger wäre, als dem Kohlhaas"
441,1614,176599,176639,in seiner Rachsucht unersättlichen Kerls
442,1704,176985,177044,"Der Kurfürst, indem er sich den Schweiß abtrocknete, fragte"
443,1385,177834,177972,"was denn der Zettel enthalte? und durch welchen Zufall befremdlicher und unerklärlicher Art ihm, daß der Inhalt ihn betreffe, bekannt sei?"
444,1387,179152,179176,Freiheit und Leben dafür
445,1406,179430,179457,von der Hand des Kurfürsten
446,1389,180640,180679,Einsicht in die Geheimnisse des Zettels
447,1391,180689,180716,um mancherlei Gründe willen
448,919,180776,182013,"der Roßhändler sagte, eingedenk der unedelmütigen und unfürstlichen Behandlung, die er in Dresden, bei seiner gänzlichen Bereitwilligkeit, alle nur möglichen Opfer zu bringen, hatte erfahren müssen: »daß er den Zettel behalten wolle.« Auf die Frage des Jagdjunkers: was ihn zu dieser sonderbaren Weigerung, da man ihm doch nichts Minderes, als Freiheit und Leben dafür anbiete, veranlasse? antwortete Kohlhaas: »Edler Herr! Wenn Euer Landesherr käme, und spräche, ich will mich, mit dem ganzen Troß derer, die mir das Zepter führen helfen, vernichten – vernichten, versteht Ihr, welches allerdings der größeste Wunsch ist, den meine Seele hegt: so würde ich ihm doch den Zettel noch, der ihm mehr wert ist, als das Dasein, verweigern und sprechen: du kannst mich auf das Schafott bringen, ich aber kann dir weh tun, und ich will's!« Und damit, im Antlitz den Tod, rief er einen Reuter herbei, unter der Aufforderung, ein gutes Stück Essen, das in der Schüssel übriggeblieben war, zu sich zu nehmen; und für den ganzen Rest der Stunde, die er im Flecken zubrachte, für den Junker, der an der Tafel saß, wie nicht vorhanden, wandte er sich erst wieder, als er den Wagen bestieg, mit einem Blick, der ihn abschiedlich grüßte, zu ihm zurück."
449,1929,182016,182417,"Der Zustand des Kurfürsten, als er diese Nachricht bekam, verschlimmerte sich in dem Grade, daß der Arzt, während drei verhängnisvoller Tage, seines Lebens wegen, das zu gleicher Zeit, von so vielen Seiten angegriffen ward, in der größesten Besorgnis war. Gleichwohl stellte er sich, durch die Kraft seiner natürlichen Gesundheit, nach dem Krankenlager einiger peinlich zugebrachten Wochen wieder her;"
450,1286,182644,182684,"Prinzen Christiern von Meißen rufen, und"
451,2353,183121,183153,der Kurfürst von Brandenburg als
452,1706,183232,183254,"Wenzel von Tronka, der"
453,1829,183505,183543,vorher notwendiger Rücksprache mit dem
454,1831,184028,184109,"die Abschickung des Rechtsanwalts, zu dem besagten Zeitpunkt, zur Pflicht gemacht"
455,1217,184466,184505,vor den Augen der ganzen Welt gebrochen
456,1833,184633,184710,"das Versehen, den Eibenmayer abgeschickt zu haben, wäre auch in der Tat nicht"
457,1835,184740,184837,"daß derselbe vorläufig, bis auf weiteren Befehl, in seiner Eigenschaft als Ankläger zu Wien nicht"
458,309,184977,185023,dieser Befehl leider um einen Tag zu spät käme
459,311,186388,186739,"schriftlich, unter dem Vorwande, daß er die Sache, ihrer politischen Wichtigkeit wegen, selbst bearbeiten wolle, die sämtlichen Kohlhaasischen Akten ab; und da ihm der Gedanke, denjenigen zu verderben, von dem er allein über die Geheimnisse des Zettels Auskunft erhalten konnte, unerträglich war: so verfaßte er einen eigenhändigen Brief an den Kaiser"
460,1840,186741,187008,"worin er ihn auf herzliche und dringende Weise bat, aus wichtigen Gründen, die er ihm vielleicht in kurzer Zeit bestimmter auseinanderlegen würde, die Klage, die der Eibenmayer gegen den Kohlhaas eingereicht, vorläufig bis auf einen weiteren Beschluß, zurücknehmen zu"
461,1221,187017,187076,"Der Kaiser, in einer durch die Staatskanzlei ausgefertigten"
462,1223,187077,187203,"Note, antwortete ihm: »daß der Wechsel, der plötzlich in seiner Brust vorgegangen zu sein scheine, ihn aufs äußerste befremde;"
463,423,187255,187350,die Sache des Kohlhaas zu einer Angelegenheit gesamten Heiligen Römischen Reichs gemacht hätte;
464,215,187525,187798,"bereits der Hof-Assessor Franz Müller, in der Eigenschaft als Anwalt nach Berlin gegangen wäre, um den Kohlhaas daselbst, wegen Verletzung des öffentlichen Landfriedens, zur Rechenschaft zu ziehen, die Beschwerde nunmehr auf keine Weise zurückgenommen werden könne, und die"
465,1846,187805,187855,"den Gesetzen gemäß, ihren weiteren Fortgang nehmen"
466,1225,187864,187913,Dieser Brief schlug den Kurfürsten völlig nieder;
467,698,188276,188379,"zu machen, und bat den Kurfürsten von Brandenburg, in einer eigenhändigen Zuschrift, um des Roßhändlers"
468,313,188404,188526,"daß die Amnestie, die man diesem Manne angelobt, die Vollstreckung eines Todesurteils an demselben, füglicher Weise, nicht"
469,1227,189255,189307,von der strengen Vorschrift der Gesetze abzuweichen.
470,2104,189408,189431,der dem Kohlhaas in der
471,1850,189591,189631,bei dem Kammergericht zu Berlin anhängig
472,2271,189697,189846,"den fortdauernden Gewalttätigkeiten des Nagelschmidt, die sich sogar schon, mit unerhörter Dreistigkeit, bis aufs brandenburgische Gebiet erstreckten"
473,2273,189848,189894,die Statuierung eines abschreckenden Beispiels
474,1852,189914,189961,falls er dies alles nicht berücksichtigen wolle
475,725,190898,190938,daß der Kurfürst von Brandenburg und ich
476,780,192736,192750,er sich zu der
477,425,192857,192875,für die Zukunft zu
478,1477,193371,193390,zunichte zu machen;
479,2356,193395,193598,"während das Geld aus den Händen der Ritter, die ihm folgten, der Frau haufenweis, unter vielem Jubel, in den Schoß regnete, fragte er sie, indem er selbst in die Tasche griff, und ein Goldstück dazulegte"
480,540,194474,194514,"kalt und leblos, wie aus marmornen Augen"
481,67,194891,195098,"wohlan! dreierlei schreib ich dir auf: den Namen des letzten Regenten deines Hauses, die Jahrszahl, da er sein Reich verlieren, und den Namen dessen, der es, durch die Gewalt der Waffen, an sich reißen wird."
482,315,195106,195131,vor den Augen allen Volks
483,317,195143,195305,"erhebt sie sich, verklebt den Zettel mit Lack, den sie in ihrem welken Munde befeuchtet, und drückt einen bleiernen, an ihrem Mittelfinger befindlichen Siegelring"
484,641,198542,198566,bis auf den heutigen Tag
485,1854,199089,199106,fragte: ob er ihm
486,921,199968,200168,"daß er wegen seines bewaffneten Einfalls in Sachsen, und der dabei verübten Gewalttätigkeiten, kraft des mit dem Kurfürsten von Sachsen zu Lützen abgeschlossenen Vergleichs, nicht belangt werden könne"
487,923,200339,200534,"da man ihm die Sache auseinandersetzte und erklärte, wie ihm dagegen von Dresden her, in seiner Sache gegen den Junker Wenzel von Tronka, völlige Genugtuung widerfahren werde, die Sache gefallen."
488,782,200670,200708,vom Leben zum Tode gebracht zu werden;
489,643,202386,202536,"das gedachte Weib statt ihrer unterzuschieben, und bei Kohlhaas, wenn es sich tun ließe, die Rolle, als ob sie die Zigeunerin wäre, spielen zu lassen."
490,217,203286,203311,ihm nicht mehr sicher sei
491,2039,203917,204106,"Kohlhaas aber, als diese Frau zu ihm eintrat, meinte, an einem Siegelring, den sie an der Hand trug, und einer ihr vom Hals herabhangenden Korallenkette, die bekannte alte Zigeunerin selbst"
492,73,204125,204652,"die ihm in Jüterbock den Zettel überreicht hatte; und wie denn die Wahrscheinlichkeit nicht immer auf Seiten der Wahrheit ist, so traf es sich, daß hier etwas geschehen war, das wir zwar berichten: die Freiheit aber, daran zu zweifeln, demjenigen, dem es wohlgefällt, zugestehen müssen: der Kämmerer hatte den ungeheuersten Mißgriff begangen, und in dem alten Trödelweib, das er in den Straßen von Berlin aufgriff, um die Zigeunerin nachzuahmen, die geheimnisreiche Zigeunerin selbst getroffen, die er nachgeahmt wissen wollte."
493,542,204768,204808,betroffen von ihrem wunderlichen Anblick
494,544,205246,205681,"sonderbare Ähnlichkeit zwischen ihr und seinem verstorbenen Weibe Lisbeth bemerkte, dergestalt, daß er sie hätte fragen können, ob sie ihre Großmutter sei: denn nicht nur, daß die Züge ihres Gesichts, ihre Hände, auch in ihrem knöchernen Bau noch schön, und besonders der Gebrauch, den sie davon im Reden machte, ihn aufs lebhafteste an sie erinnerten: auch ein Mal, womit seiner Frauen Hals bezeichnet war; bemerkte er an dem ihrigen."
495,1480,205710,205758,"unter Gedanken, die sich seltsam in ihm kreuzten"
496,1714,205870,205981,"während der alte Hund des Kohlhaas ihre Knie umschnüffelte, und von ihrer Hand gekraut, mit dem Schwanz wedelte"
497,647,206427,206550,"daß die Drohung ihn durch Arglist oder Gewalttätigkeit um den Zettel zu bringen, abgeschmackt, und ein leeres Trugbild sei;"
498,546,206898,207060,"Gleichwohl schloß sie, daß sie es für klug hielte, von dem Zettel den Gebrauch zu machen, zu welchem sie ihm denselben auf dem Jahrmarkt zu Jüterbock eingehändigt"
499,75,207153,207998,"und den Zettel, der ihm selbst weiter nichts nutzen könne, für Freiheit und Leben an den Kurfürsten von Sachsen auszuliefern.« Kohlhaas, der über die Macht jauchzte, die ihm gegeben war, seines Feindes Ferse, in dem Augenblick, da sie ihn in den Staub trat, tödlich zu verwunden, antwortete: nicht um die Welt, Mütterchen, nicht um die Welt! und drückte der Alten Hand, und wollte nur wissen, was für Antworten auf die ungeheuren Fragen im Zettel enthalten wären? Die Frau, inzwischen sie das Jüngste, das sich zu ihren Füßen niedergekauert hatte, auf den Schoß nahm, sprach: »nicht um die Welt, Kohlhaas, der Roßhändler; aber um diesen hübschen, kleinen, blonden Jungen!« und damit lachte sie ihn an, herzte und küßte ihn, der sie mit großen Augen ansah, und reichte ihm, mit ihren dürren Händen, einen Apfel, den sie in ihrer Tasche trug, dar."
500,79,208008,208197,"sagte verwirrt: daß die Kinder selbst, wenn sie groß wären, ihn, um seines Verfahrens loben würden, und daß er, für sie und ihre Enkel nichts Heilsameres tun könne, als den Zettel behalten."
