text,startpos,endpos,frequency,passage_type
"Gott im Himmel, geh nicht mit ihm ins Gericht! Er wußte nicht, was er tat!« – »Mit ihm?« rief der Amtsschreiber, »mit dem verfluchten Mörder, meint Ihr?« Aus der Kammer drang ein schweres Stöhnen. Margreth eilte hin, und der Schreiber folgte ihr. Friedrich saß aufrecht im Bette, das Gesicht in die Hände gedrückt und ächzte wie ein Sterbender.",48061,48405,2.0,cited
" – »Friedrich, wie ist dir?« sagte die Mutter. – »Wie ist dir?« wiederholte der Amtsschreiber. – »O mein Leib, mein Kopf!« jammerte er. – »",48405,48544,0.0,not_cited
"Was fehlt ihm?« – »Ach, Gott weiß es«, versetzte sie; »er ist schon um vier mit den Kühen heimgekommen, weil ihm so übel war.« – »Friedrich, Friedrich, antworte doch! Soll ich zum Doktor?« – »Nein, nein«, ächzte er, »es ist nur Kolik, es wird schon besser.",48544,48800,1.0,cited
"«
",48800,48802,0.0,not_cited
Er legte sich zurück; sein Gesicht zuckte krampfhaft vor Schmerz; dann kehrte die Farbe wieder.,48802,48897,1.0,cited
" »Geht«, sagte er matt, »ich muß schlafen, dann gehts vorüber.« – »",48897,48964,0.0,not_cited
"Frau Mergel«, sagte der Amtsschreiber ernst, »ist es gewiß, daß Friedrich um vier zu Hause kam und nicht wieder fortging?",48964,49085,1.0,cited
« – Sie sah ihn starr an. »Fragt jedes Kind auf der Straße. Und fortgehen? – ,49085,49162,0.0,not_cited
"wollte Gott, er könnt es!",49162,49187,3.0,cited
« – »Hat er Euch nichts von Brandis erzählt?« – »,49187,49236,0.0,not_cited
"In Gottes Namen, ja, daß er ihn im Walde geschimpft und unsere Armut vorgeworfen hat, der Lump! – Doch Gott verzeih mir, er ist tot! – Geht!« fuhr sie heftig fort; »seid ihr gekommen, um ehrliche Leute zu beschimpfen? Geht!« – Sie wandte sich wieder zu ihrem Sohne, der Schreiber ging. – »Friedrich, wie ist dir?« sagte die Mutter. »Hast du wohl gehört? Schrecklich, schrecklich! ohne Beichte und Absolution!« – »Mutter, Mutter, um Gottes willen, laß mich schlafen; ich kann nicht mehr!",49236,49722,1.75,cited
"«
In diesem Augenblick trat Johannes Niemand in die Kammer; dünn und lang wie eine Hopfenstange, aber zerlumpt und scheu, wie wir ihn vor fünf Jahren gesehen. Sein Gesicht war noch bleicher als gewöhnlich. »Friedrich«, stotterte er, »du sollst sogleich zum Ohm kommen, er hat Arbeit für dich; aber sogleich.« – Friedrich drehte sich gegen die Wand. – »Ich komme nicht«, sagte er barsch, »ich bin krank.« – »Du mußt aber kommen«, keuchte Johannes, »er hat gesagt, ich müßte dich mitbringen.« Friedrich lachte höhnisch auf: »Das will ich doch sehen!« – »Laß ihn in Ruhe, er kann nicht«, seufzte Margreth, »du siehst ja, wie es steht.« – Sie ging auf einige Minuten hinaus; als sie zurückkam, war Friedrich bereits angekleidet. – »Was fällt dir ein?« rief sie, »du kannst, du sollst nicht gehen!« – »",49722,50519,0.0,not_cited
"Was sein muß, schickt sich wohl",50519,50550,3.0,cited
"«, versetzte er und war schon zur Türe hinaus mit Johannes. – »Ach Gott«, seufzte die Mutter, »",50550,50645,0.0,not_cited
"wenn die Kinder klein sind, treten sie uns in den Schoß, und wenn sie groß sind, ins Herz!«
Die gerichtliche Untersuchung hatte ihren Anfang genommen, die Tat lag klar am Tage;",50645,50821,1.8,cited
" über den Täter aber waren die Anzeichen so schwach, daß, obschon alle Umstände die Blaukittel dringend verdächtigten, man doch nicht mehr als Mutmaßungen wagen konnte. Eine Spur schien Licht geben zu wollen: doch rechnete man aus Gründen wenig darauf. Die Abwesenheit des Gutsherrn hatte den Gerichtsschreiber genötigt, ",50821,51142,0.0,not_cited
auf eigene Hand die Sache einzuleiten.,51142,51180,1.0,cited
" Er saß am Tische; die Stube war gedrängt voll von Bauern, teils neugierigen, teils solchen, von denen man in Ermangelung eigentlicher Zeugen einigen Aufschluß zu erhalten hoffte. Hirten, die in derselben Nacht gehütet, Knechte, die den Acker in der Nähe bestellt, alle standen stramm und fest, die Hände in den Taschen, gleichsam als stillschweigende Erklärung, daß sie nicht einzuschreiten gesonnen seien. Acht Forstbeamte wurden vernommen. Ihre Aussagen waren völlig gleichlautend: Brandis habe sie am zehnten abends zur Runde bestellt, da ihm von einem Vorhaben der Blaukittel müsse Kunde zugekommen sein; doch habe er sich nur unbestimmt darüber geäußert. Um zwei Uhr in der Nacht seien sie ausgezogen und auf manche Spuren der Zerstörung gestoßen, die den Oberförster sehr übel gestimmt; sonst sei alles still gewesen. Gegen vier Uhr habe Brandis gesagt: »Wir sind angeführt, laßt uns heimgehen.« Als sie nun um den Bremerberg gewendet und zugleich der Wind umgeschlagen, habe man deutlich im Masterholz fällen gehört und aus der schnellen Folge der Schläge geschlossen, ",51180,52257,0.0,not_cited
daß die Blaukittel am Werk,52257,52283,1.0,cited
" seien. Man habe nun eine Weile beratschlagt, ob es tunlich sei, mit so geringer Macht die kühne Bande anzugreifen, und sich dann ohne bestimmten Entschluß dem Schalle langsam genähert. Nun folgte der Auftritt mit Friedrich. Ferner: nachdem Brandis sie ohne Weisung fortgeschickt, seien sie eine Weile vorangeschritten und dann, als sie bemerkt, daß das Getöse im noch ziemlich weit entfernten Walde gänzlich aufgehört, stille gestanden, um den Oberförster zu erwarten. Die Zögerung habe sie verdrossen, und nach etwa zehn Minuten seien sie weitergegangen und so bis an den Ort der Verwüstung. Alles sei vorüber gewesen, kein Laut mehr im Walde, von zwanzig gefällten Stämmen noch acht vorhanden, die übrigen bereits fortgeschafft. ",52283,53015,0.0,not_cited
"Es sei ihnen unbegreiflich, wie man dieses ins Werk gestellt, da keine Wagenspuren zu finden gewesen. Auch habe die Dürre der Jahreszeit und der mit Fichtennadeln bestreute Boden keine Fußstapfen unterscheiden lassen, obgleich der Grund ringsumher wie festgestampft war. Da man nun überlegt, daß es zu nichts nützen könne, den Oberförster zu erwarten, sei man rasch der andern Seite des Waldes zugeschritten, in der Hoffnung, vielleicht noch einen Blick von den Frevlern zu erhaschen. Hier habe sich einem von ihnen beim Ausgange des Waldes die Flaschenschnur in Brombeerranken verstrickt, und als er umgeschaut, habe er etwas im Gestrüpp blitzen sehen; es war die Gurtschnalle des Oberförsters; den man nun hinter den Ranken liegend fand, grad ausgestreckt, die rechte Hand um den Flintenlauf geklemmt, die andere geballt und die Stirn von einer Axt gespalten.",53015,53876,2.4,cited
"
Dies waren die Aussagen der Förster; nun ",53876,53918,0.0,not_cited
"kamen die Bauern an die Reihe, aus denen jedoch nichts zu bringen war.",53918,53988,1.0,cited
" Manche behaupteten, um vier Uhr noch zu Hause oder anderswo beschäftigt gewesen zu sein, und ",53988,54082,0.0,not_cited
keiner wollte etwas bemerkt haben.,54082,54116,2.0,cited
 Was war zu machen? ,54116,54136,0.0,not_cited
"Sie waren sämtlich angesessene, unverdächtige Leute. Man mußte sich mit ihren negativen Zeugnissen begnügen.",54136,54244,1.0,cited
"
Friedrich ward hereingerufen. Er trat ein mit einem Wesen, das sich durchaus nicht von seinem gewöhnlichen unterschied, ",54244,54365,0.0,not_cited
"weder gespannt noch keck. Das Verhör währte ziemlich lange, und die Fragen waren mitunter ziemlich schlau gestellt; er beantwortete sie jedoch alle offen und bestimmt und erzählte den Vorgang zwischen ihm und dem Oberförster ziemlich der Wahrheit gemäß",54365,54617,1.0,cited
", bis auf das Ende, das er ",54617,54644,0.0,not_cited
"geratener fand, für sich zu behalten.",54644,54681,1.0,cited
 ,54681,54682,0.0,not_cited
Sein Alibi zur Zeit des Mordes war leicht erwiesen.,54682,54733,3.0,cited
" Der Förster lag am Ausgange des Masterholzes; über dreiviertel Stunden Weges von der Schlucht, in der er Friedrich um vier Uhr angeredet und aus der dieser seine Herde schon zehn Minuten später ins Dorf getrieben. Jedermann hatte dies gesehen; ",54733,54978,0.0,not_cited
"alle anwesenden Bauern beeiferten sich, es zu bezeugen; mit diesem hatte er geredet, jenem zugenickt.",54978,55079,1.5,cited
"
",55079,55080,0.0,not_cited
"Der Gerichtsschreiber saß unmutig und verlegen da. Plötzlich fuhr er mit der Hand hinter sich und brachte etwas Blinkendes vor Friedrichs Auge. »Wem gehört dies?« – Friedrich sprang drei Schritt zurück. »Herr Jesus! Ich dachte, Ihr wolltet mir den Schädel einschlagen.« Seine Augen waren rasch über das tödliche Werkzeug gefahren und schienen momentan auf einem ausgebrochenen Splitter am Stiele zu haften. »Ich weiß es nicht«, sagte er fest. – Es war die Axt, die man in dem Schädel des Oberförsters eingeklammert gefunden hatte. – »Sieh sie genau an«, fuhr der Gerichtsschreiber fort. Friedrich faßte sie mit der Hand, besah sie oben, unten, wandte sie um. »Es ist eine Axt wie andere«, sagte er dann und legte sie gleichgültig auf den Tisch. Ein Blutfleck ward sichtbar; er schien zu schaudern, aber er wiederholte noch einmal sehr bestimmt: »Ich kenne sie nicht.« Der Gerichtsschreiber seufzte vor Unmut. Er selbst wußte um nichts mehr und hatte nur einen Versuch zu möglicher Entdeckung durch Überraschung machen wollen. Es blieb nichts übrig, als das Verhör zu schließen.",55080,56157,1.9285714285714286,cited
"
",56157,56158,0.0,not_cited
"Denjenigen, die vielleicht auf den Ausgang dieser Begebenheit gespannt sind, muß ich sagen, daß diese Geschichte nie aufgeklärt wurde, obwohl noch viel dafür geschah und diesem Verhöre mehrere folgten. Den Blaukitteln schien durch das Aufsehen, das der Vorgang gemacht, und die darauf folgenden geschärften Maßregeln der Mut genommen; sie waren von nun an wie verschwunden, und obgleich späterhin noch mancher Holzfrevler erwischt wurde, fand man doch nie Anlaß, ihn der berüchtigten Bande zuzuschreiben. Die Axt lag zwanzig Jahre nachher als unnützes corpus delicti im Gerichtsarchiv, wo sie wohl noch jetzt ruhen mag mit ihren Rostflecken. Es würde in einer erdichteten Geschichte unrecht sein, die Neugier des Lesers so zu täuschen. Aber dies alles hat sich wirklich zugetragen; ich kann nichts davon oder dazutun.",56158,56975,7.954545454545454,cited
"
Am nächsten Sonntage stand Friedrich sehr früh auf, um ",56975,57031,0.0,not_cited
zur Beichte zu gehen.,57031,57052,1.0,cited
" Es war Mariä Himmelfahrt und die Pfarrgeistlichen schon vor Tagesanbruch im Beichtstuhle. Nachdem er sich im Finstern angekleidet, verließ er so geräuschlos wie möglich den engen Verschlag, der ihm in Simons Hause eingeräumt war. In der Küche mußte sein Gebetbuch auf dem Sims liegen, und er hoffte, es mit Hülfe des schwachen Mondlichts zu finden; es war nicht da. Er warf die Augen suchend umher und fuhr zusammen; in der Kammertür stand Simon, fast unbekleidet; seine dürre Gestalt, sein ungekämmtes, wirres Haar und die vom Mondschein verursachte Blässe des Gesichts gaben ihm ein schauerlich verändertes Ansehen. »",57052,57672,0.0,not_cited
Sollte er nachtwandeln?« dachte Friedrich,57672,57713,1.0,cited
 und verhielt sich ganz still. – »,57713,57747,0.0,not_cited
"Friedrich, wohin?« flüsterte der Alte. – »Ohm, seid ihrs? Ich will beichten gehen.« – »Das dacht ich mir; geh in Gottes Namen, aber beichte wie ein guter Christ.« – »Das will ich«, sagte Friedrich. – »Denk an die zehn Gebote: du sollst kein Zeugnis ablegen gegen deinen Nächsten.« – »Kein falsches!« – »Nein, gar keines; du bist schlecht unterrichtet; wer einen andern in der Beichte anklagt, der empfängt das Sakrament unwürdig.«
Beide schwiegen. – »Ohm, wie kommt ihr darauf?« sagte Friedrich dann; »Eu'r Gewissen ist nicht rein; ihr habt mich belogen.« – »Ich? So?« – »Wo ist Eure Axt?« – »Meine Axt? Auf der Tenne.« – »Habt Ihr einen neuen Stiel hineingemacht? Wo ist der alte?« – »Den kannst du heute bei Tage im Holzschuppen finden. Geh«, fuhr er verächtlich fort, »ich dachte, du seist ein Mann; aber du bist ein altes Weib, das gleich meint, das Haus brennt, wenn ihr Feuertopf raucht. Sieh«, fuhr er fort, »wenn ich mehr von der Geschichte weiß als der Türpfosten da, so will ich ewig nicht selig werden. Längst war ich zu Haus«, fügte er hinzu. – Friedrich stand beklemmt und zweifelnd. Er hätte viel darum gegeben, seines Ohms Gesicht sehen zu können. Aber während sie flüsterten, hatte der Himmel sich bewölkt.
»Ich habe schwere Schuld«, seufzte Friedrich, »daß ich ihn den unrechten Weg geschickt – obgleich – doch, dies hab ich nicht gedacht; nein, gewiß nicht. Ohm, ich habe Euch ein schweres Gewissen zu danken.« – »So geh, beicht!« flüsterte Simon mit bebender Stimme; »verunehre das Sakrament durch Angeberei und setze armen Leuten einen Spion auf den Hals, der schon Wege finden wird, ihnen das Stückchen Brot aus den Zähnen zu reißen, wenn er gleich nicht reden darf – geh!« – Friedrich stand unschlüssig; er hörte ein leises Geräusch, die Wolken verzogen sich, das Mondlicht fiel wieder auf die Kammertür: sie war geschlossen. Friedrich ging an diesem Morgen nicht zur Beichte.
Der Eindruck, den dieser Vorfall auf Friedrich gemacht, erlosch leider nur zu bald. Wer zweifelt daran, daß Simon alles tat, seinen Adoptivsohn dieselben Wege zu leiten, die er selber ging? Und in Friedrich lagen Eigenschaften, die dies nur zu sehr erleichterten: Leichtsinn, Erregbarkeit, und vor allem ein grenzenloser Hochmut, der nicht immer den Schein verschmähte und dann alles daran setzte, durch Wahrmachung des Usurpierten möglicher Beschämung zu entgehen. Seine Natur war nicht unedel, aber er gewöhnte sich, die innere Schande der äußern vorzuziehen. Man darf nur sagen, er gewöhnte sich zu prunken, während seine Mutter darbte.
Diese unglückliche Wendung seines Charakters war indessen das Werk mehrerer Jahre, in denen man bemerkte, daß Margreth immer stiller über ihren Sohn ward und allmählich in einen Zustand der Verkommenheit versank, den man früher bei ihr für unmöglich gehalten hätte. Sie wurde scheu, saumselig, sogar unordentlich, und manche meinten, ihr Kopf habe gelitten. Friedrich ward desto lauter;",57747,60672,4.023255813953488,cited
" er versäumte keine Kirchweih oder Hochzeit, und da ein ",60672,60728,0.0,not_cited
"sehr empfindliches Ehrgefühl ihn die geheime Mißbilligung mancher nicht übersehen ließ, war er gleichsam immer unter Waffen, der öffentlichen Meinung nicht sowohl Trotz zu bieten, als sie den Weg zu leiten, der ihm gefiel.",60728,60950,1.75,cited
 ,60950,60951,0.0,not_cited
"Er war äußerlich ordentlich, nüchtern, anscheinend treuherzig, aber listig, prahlerisch und oft roh, ein Mensch, an dem niemand Freude haben konnte, am wenigsten seine Mutter, und der dennoch durch seine gefürchtete Kühnheit und noch mehr gefürchtete Tücke ein gewisses Übergewicht im Dorfe erlangt hatte, das um so mehr anerkannt wurde, je mehr man sich bewußt war, ihn nicht zu kennen und nicht berechnen zu können, wessen er am Ende fähig sei.",60951,61397,2.3333333333333335,cited
" Nur ein Bursch im Dorfe, Wilm Hülsmeyer, wagte im Bewußtsein seiner Kraft und guter Verhältnisse ihm die Spitze zu bieten; und da er gewandter in Worten war als Friedrich und immer, wenn der Stachel saß, einen Scherz daraus zu machen wußte, so war dies der einzige, mit dem Friedrich ungern zusammentraf.
Vier Jahre waren verflossen; es war im Oktober; der milde Herbst von 1760, der alle Scheunen mit Korn und alle Keller mit Wein füllte, hatte seinen Reichtum auch über diesen Erdwinkel strömen lassen, und man sah ",61397,61915,0.0,not_cited
"mehr Betrunkene, hörte von mehr Schlägereien und dummen Streichen als je. Überall gabs Lustbarkeiten; der blaue Montag",61915,62033,1.3333333333333333,cited
 ,62033,62034,0.0,not_cited
"kam in Aufnahme, und wer ein paar Taler erübrigt hatte, wollte gleich eine Frau dazu, die ihm heute essen und morgen hungern helfen könne.",62034,62172,1.0,cited
" Da gab es im Dorfe eine tüchtige solide Hochzeit, und die Gäste durften mehr erwarten als eine verstimmte Geige, ein Glas Branntwein und was sie an guter Laune selber mitbrachten. Seit früh war alles auf den Beinen; vor jeder Tür wurden Kleider gelüftet, und B. glich den ganzen Tag einer Trödelbude. ",62172,62474,0.0,not_cited
Da viele Auswärtige erwartet wurden,62474,62509,1.0,cited
", wollte jeder gern die Ehre des Dorfes oben halten.
",62509,62562,0.0,not_cited
"Es war sieben Uhr abends und alles in vollem Gange; Jubel und Gelächter an allen Enden, die niederen Stuben zum Ersticken angefüllt mit blauen, roten und gelben Gestalten, gleich Pfandställen, in denen eine zu große Herde eingepfercht ist. Auf der Tenne ward getanzt, das heißt: wer zwei Fuß Raum erobert hatte, drehte sich darauf immer rundum und suchte durch Jauchzen zu ersetzen, was an Bewegung fehlte.",62562,62968,2.4,cited
" Das Orchester war glänzend, die erste Geige als anerkannte Künstlerin prädominierend, die zweite und eine große Baßviole mit drei Saiten von Dilettanten ad libitum gestrichen; Branntwein und Kaffee in Überfluß, alle Gäste von Schweiß triefend; kurz, es war ein köstliches Fest. – ",62968,63249,0.0,not_cited
"Friedrich stolzierte umher wie ein Hahn, im neuen himmelblauen Rock, und machte sein Recht als erster Elegant geltend.",63249,63367,2.5,cited
" Als auch die Gutsherrschaft anlangte, ",63367,63406,0.0,not_cited
saß er gerade hinter der Baßgeige und strich die tiefste Saite mit großer Kraft und vielem Anstand.,63406,63505,1.5,cited
"
»",63505,63507,0.0,not_cited
"Johannes!« rief er gebieterisch, und heran trat sein Schützling von dem Tanzplatze, wo er auch seine ungelenken Beine zu schlenkern und eins zu jauchzen versucht hatte.",63507,63675,1.0,cited
" Friedrich reichte ihm den Bogen, gab ",63675,63713,0.0,not_cited
durch eine stolze Kopfbewegung seinen Willen zu erkennen,63713,63769,1.0,cited
" und trat zu den Tanzenden. »Nun lustig, Musikanten: den Papen von Istrup!« – ",63769,63847,0.0,not_cited
"Der beliebte Tanz ward gespielt, und Friedrich machte Sätze vor den Augen seiner Herrschaft, daß die Kühe an der Tenne die Hörner zurückzogen und Kettengeklirr und Gebrumm an ihren Ständern herlief. Fußhoch über die anderen tauchte sein blonder Kopf auf und nieder, wie ein Hecht, der sich im Wasser überschlägt; an allen Enden schrien Mädchen auf, denen er zum Zeichen der Huldigung mit einer raschen Kopfbewegung sein langes Flachshaar ins Gesicht schleuderte.",63847,64309,4.2727272727272725,cited
"
»Jetzt ist es gut!« sagte er endlich und trat schweißtriefend an den Kredenztisch; »",64309,64394,0.0,not_cited
"die gnädigen Herrschaften sollen leben und alle die hochadeligen Prinzen und Prinzessinnen, und wers nicht mittrinkt, den will ich an die Ohren schlagen, daß er die Engel singen hört!« – Ein lautes Vivat beantwortete den galanten Toast. – Friedrich machte seinen Bückling. – »Nichts für ungut, gnädige Herrschaften; wir sind nur ungelehrte Bauersleute!",64394,64746,2.0,cited
"« – In diesem Augenblick erhob sich ein Getümmel am Ende der Tenne, Geschrei, Schelten, Gelächter, alles durcheinander. »Butterdieb, Butterdieb!« riefen ein paar Kinder, und heran drängte sich, oder vielmehr ward geschoben Johannes Niemand, den Kopf zwischen die Schultern ziehend und mit aller Macht nach dem Ausgange strebend. – »Was ists? Was habt ihr mit unserem Johannes?« rief Friedrich gebieterisch.
»",64746,65154,0.0,not_cited
"Das sollt Ihr früh genug gewahr werden«, keuchte ein altes Weib mit der Küchenschürze und einem Wischhader in der Hand. – Schande! Johannes, der arme Teufel, dem zu Hause das Schlechteste gut genug sein mußte, hatte versucht, sich ein halbes Pfündchen Butter für die kommende Dürre zu sichern",65154,65446,2.1666666666666665,cited
", und ohne daran zu denken, daß er es, sauber in sein Schnupftuch gewickelt, in der Tasche geborgen, war er ans Küchenfeuer getreten, und nun rann das Fett schmählich die Rockschöße entlang. – Allgemeiner Aufruhr; die Mädchen sprangen zurück, aus Furcht, sich zu beschmutzen, oder stießen den Delinquenten vorwärts. Andere machten Platz, sowohl aus Mitleid als Vorsicht. ",65446,65817,0.0,not_cited
Aber Friedrich trat vor: »Lumpenhund!« rief er; ein paar derbe Maulschellen trafen den geduldigen Schützling; dann stieß er ihn an die Tür und gab ihm einen tüchtigen Fußtritt mit auf den Weg.,65817,66009,2.5,cited
"
",66009,66010,0.0,not_cited
"Er kehrte niedergeschlagen zurück; seine Würde war verletzt, das allgemeine Gelächter schnitt ihm durch die Seele; ob er sich gleich durch einen tapfern Juchheschrei wieder in den Gang zu bringen suchte – es wollte nicht mehr recht gehen.",66010,66248,3.3333333333333335,cited
 ,66248,66249,0.0,not_cited
"Er war im Begriff, sich wieder hinter die Baßviole zu flüchten; doch zuvor noch ein Knalleffekt: er zog seine silberne Taschenuhr hervor, zu jener Zeit ein seltener und kostbarer Schmuck.",66249,66436,2.0,cited
" »Es ist bald zehn«, sagte er. »Jetzt den Brautmenuet! Ich will Musik machen.«
»",66436,66516,0.0,not_cited
"Eine prächtige Uhr!« sagte der Schweinehirt und schob sein Gesicht in ehrfurchtsvoller Neugier vor. – »Was hat sie gekostet?« rief Wilm Hülsmeyer, Friedrichs Nebenbuhler. – »Willst du sie bezahlen?« fragte Friedrich. – »Hast du sie bezahlt?« antwortete Wilm. Friedrich warf einen stolzen Blick auf ihn und griff in schweigender Majestät zum Fiedelbogen. – »Nun, nun«, sagte Hülsmeyer, »dergleichen hat man schon erlebt. Du weißt wohl, der Franz Ebel hatte auch eine schöne Uhr, bis der Jude Aaron sie ihm wieder abnahm.« – Friedrich antwortete nicht, sondern winkte stolz der ersten Violine, und sie begannen aus Leibeskräften zu",66516,67145,1.3333333333333333,cited
" streichen.
",67145,67157,0.0,not_cited
"Die Gutsherrschaft war indessen in die Kammer getreten, wo der Braut von den Nachbarfrauen das Zeichen ihres neuen Standes, die weiße Stirnbinde, umgelegt wurde.",67157,67318,1.0,cited
 ,67318,67319,0.0,not_cited
"Das junge Blut weinte sehr, teils weil es die Sitte so wollte teils aus wahrer Beklemmung. Sie sollte einem verworrenen Haushalt vorstehen, unter den Augen eines mürrischen alten Mannes, den sie noch obendrein lieben sollte. Er stand neben ihr, durchaus nicht wie der Bräutigam des hohen Liedes, der »in die Kammer tritt wie die Morgensonne«.",67319,67661,2.2857142857142856,cited
" – »Du hast nun genug geweint«, ",67661,67693,0.0,not_cited
"sagte er verdrießlich; »bedenk, du bist es nicht, die mich glücklich macht, ich mache dich glücklich!",67693,67794,2.3333333333333335,cited
"« – Sie sah demütig zu ihm auf und schien zu fühlen, daß er recht habe. – ",67794,67868,0.0,not_cited
"Das Geschäft war beendigt; die junge Frau hatte ihrem Manne zugetrunken, junge Spaßvögel hatten durch den Dreifuß geschaut, ob die Binde gerade sitze; und man drängte sich wieder der Tenne zu, von wo unauslöschliches Gelächter und Lärm herüberschallte. Friedrich war nicht mehr dort. Eine große, unerträgliche Schmach hatte ihn getroffen, da der Jude Aaron, ein Schlächter und gelegentlicher Althändler aus dem nächsten Städtchen, plötzlich erschienen war und nach einem kurzen, unbefriedigenden Zwiegespräch ihn laut vor allen Leuten um den Betrag von zehn Talern für eine schon um Ostern gelieferte Uhr gemahnt hatte. Friedrich war wie vernichtet fortgegangen und der Jude ihm gefolgt, immer schreiend: »O weh mir! Warum hab ich nicht gehört auf vernünftige Leute! Haben sie mir nicht hundertmal gesagt, Ihr hättet all Eu'r Gut am Leibe und kein Brot im Schranke!« – Die Tenne tobte von Gelächter; manche hatten sich auf den Hof nachgedrängt. – »Packt den Juden! Wiegt ihn gegen ein Schwein!« riefen einige; andere waren ernst geworden.",67868,68906,3.8421052631578947,cited
 – »,68906,68910,0.0,not_cited
"Der Friedrich sah so blaß aus wie ein Tuch«, sagte eine alte Frau, und die Menge teilte sich, wie der Wagen des Gutsherrn in den Hof",68910,69042,3.5,cited
" lenkte.
",69042,69051,0.0,not_cited
"Herr von S. war auf dem Heimwege verstimmt, die jedesmalige Folge, wenn der Wunsch, seine Popularität aufrecht zu erhalten, ihn bewog, solchen Festen beizuwohnen. Er sah schweigend aus dem Wagen. »Was sind denn das für ein paar Figuren?« – Er deutete auf zwei dunkle Gestalten, die vor dem Wagen rannten wie Strauße. Nun schlüpften sie ins",69051,69390,2.0,cited
 Schloß. – »,69390,69402,0.0,not_cited
Auch ein paar selige Schweine aus unserm eigenen Stall!,69402,69457,3.5,cited
« seufzte ,69457,69467,0.0,not_cited
Herr von S.,69467,69478,1.0,cited
" – Zu Hause angekommen, fand er die Hausflur vom ganzen Dienstpersonal eingenommen, das zwei Kleinknechte umstand, welche sich blaß und atemlos auf der Stiege niedergelassen hatten. ",69478,69660,0.0,not_cited
"Sie behaupteten, von des alten Mergels Geist verfolgt worden zu sein",69660,69728,1.0,cited
", als sie durchs Brederholz heimkehrten. ",69728,69769,0.0,not_cited
"Zuerst hatte es über ihnen an der Höhe gerauscht und geknistert; darauf hoch in der Luft ein Geklapper wie von aneinander geschlagenen Stöcken; plötzlich ein gellender Schrei und ganz deutlich die Worte: »O weh, meine arme Seele!« hoch von oben herab. Der eine wollte auch glühende Augen durch die Zweige funkeln gesehen haben, und beide waren gelaufen, was ihre Beine",69769,70137,1.3333333333333333,cited
" vermochten.
»Dummes Zeug!« sagte der Gutsherr verdrießlich und trat in die Kammer, sich umzukleiden. Am anderen Morgen ",70137,70257,0.0,not_cited
"wollte die Fontäne im Garten nicht springen, und es fand sich, daß jemand eine Röhre verrückt hatte, augenscheinlich um nach dem Kopfe eines vor vielen Jahren hier verscharrten Pferdegerippes zu suchen, der für ein bewährtes Mittel wider allen Hexen- und Geisterspuk gilt. »Hm«, sagte der Gutsherr, »was die Schelme nicht stehlen, das verderben die Narren.",70257,70613,1.8333333333333333,cited
"«
Drei Tage später tobte ein furchtbarer Sturm. Es war Mitternacht, aber alles im Schlosse außer dem Bett. Der Gutsherr stand am Fenster und sah besorgt ins Dunkle, nach seinen Feldern hinüber. An den Scheiben flogen Blätter und Zweige her; mitunter fuhr ein Ziegel hinab und schmetterte auf das Pflaster des Hofes. »Furchtbares Wetter!« sagte ",70613,70957,0.0,not_cited
Herr von S.,70957,70968,5.0,cited
" Seine Frau sah ängstlich aus. »Ist das Feuer auch gewiß gut verwahrt?« sagte sie; »Gretchen, sieh noch einmal nach, gieß es lieber ganz aus! – Kommt, wir wollen das Evangelium Johannis beten.« Alles kniete nieder, und die Hausfrau begann: »",70968,71209,0.0,not_cited
"Im Anfang war das Wort, und das Wort war bei Gott, und Gott war das Wort.« – Ein furchtbarer Donnerschlag. Alle fuhren zusammen; dann furchtbares Geschrei und Getümmel die Treppe heran. – »Um Gottes willen! Brennt es?",71209,71426,5.125,cited
« rief ,71426,71433,0.0,not_cited
Frau von S.,71433,71444,1.0,cited
 und sank ,71444,71454,0.0,not_cited
mit dem Gesichte auf den Stuhl.,71454,71485,1.0,cited
 Die Türe ,71485,71495,0.0,not_cited
"ward aufgerissen, und herein stürzte die Frau des Juden Aaron, bleich wie der Tod, das Haar wild um den Kopf, von Regen triefend. Sie warf sich vor dem Gutsherrn auf die Knie. »Gerechtigkeit!« rief sie, »Gerechtigkeit! Mein Mann ist erschlagen!« und sank ohnmächtig zusammen.",71495,71770,2.7142857142857144,cited
"
Es war nur zu wahr, ",71770,71791,0.0,not_cited
"und die nachfolgende Untersuchung bewies, daß der Jude Aaron durch einen Schlag an die Schläfe mit einem stumpfen Instrumente, wahrscheinlich einem Stabe, sein Leben verloren hatte, durch einen einzigen Schlag. An der linken Schläfe war der blaue Fleck, sonst keine Verletzung zu finden.",71791,72078,2.5714285714285716,cited
 ,72078,72079,0.0,not_cited
"Die Aussagen der Jüdin und ihres Knechtes Samuel lauteten so: Aaron war vor drei Tagen am Nachmittag ausgegangen, um Vieh zu kaufen, und hatte dabei gesagt, er werde wohl über Nacht ausbleiben, da noch einige böse Schuldner in B. und S. zu mahnen seien. In diesem Falle werde er in B. beim Schlächter Salomon übernachten.",72079,72400,1.3333333333333333,cited
" Als er am folgenden Tage nicht heimkehrte, war seine Frau sehr besorgt geworden und hatte sich endlich heute um drei nachmittags in Begleitung ihres Knechtes und des großen Schlächterhundes auf den Weg gemacht. Beim Juden Salomon wußte man nichts von Aaron; er war gar nicht da gewesen. Nun waren sie zu allen Bauern gegangen, von denen sie wußten, daß Aaron ",72400,72760,0.0,not_cited
