text,startpos,endpos,frequency,passage_type
"Herren Hinz und Kunz, denen",113254,113281,1.0,cited
" diese Wendung der Dinge, wie man leicht begreift, die erwünschteste war, indem sie da durch, bei des Junkers ihres Vetters Ermangelung eigener Ställe, der Notwendigkeit, die Rappen in den ihrigen aufzufüttern, überhoben waren, wünschten gleichwohl, völliger Sicherheit wegen, diesen Umstand zu bewahrheiten. ",113281,113590,0.0,not_cited
"Herr Wenzel von Tronka erließ demnach, als Erb-, Lehns- und Gerichtsherr, ein Schreiben an die Gerichte zu Wilsdruf",113590,113705,1.0,cited
", worin er dieselben, nach einer weitläufigen Beschreibung der Rappen, ",113705,113776,0.0,not_cited
"die, wie er sagte",113776,113793,1.0,cited
", ihm anvertraut und durch einen Unfall abhanden gekommen wären, dienstfreundlichst ersuchte, den dermaligen Aufenthalt derselben zu erforschen, und den Eigner, wer er auch sei, aufzufordern und anzuhalten, sie, gegen reichliche Wiedererstattung aller Kosten, in den Ställen des Kämmerers, Herrn Kunz, zu Dresden abzuliefern. Demgemäß ",113793,114128,0.0,not_cited
"erschien auch wirklich, wenige Tage darauf, der Mann",114128,114180,1.0,cited
" an den sie der Schäfer aus Wilsdruf verhandelt hatte, und führte sie, ",114180,114251,0.0,not_cited
"dürr und wankend, an die Runge seines Karrens gebunden",114251,114305,1.0,cited
", auf den Markt der Stadt; ",114305,114332,0.0,not_cited
"das Unglück aber Herrn Wenzels, und noch mehr des ehrlichen Kohlhaas wollte, daß es der Abdecker aus Döbbeln war.",114332,114445,3.0,cited
"
Sobald Herr Wenzel, in Gegenwart des Kämmerers, seines Vetters, durch ein unbestimmtes Gerücht vernommen hatte, daß ein Mann mit zwei schwarzen aus dem Brande der Tronkenburg entkommenen Pferden in der Stadt angelangt sei, begaben sich beide, in Begleitung einiger aus dem Hause zusammengerafften Knechte, auf den Schloßplatz, wo er stand, um sie demselben, falls es die dem Kohlhaas zugehörigen wären, gegen Erstattung der Kosten abzunehmen, und nach Hause zu führen. ",114445,114915,0.0,not_cited
"Aber wie betreten waren die Ritter, als sie bereits einen, von Augenblick zu Augenblick sich vergrößernden Haufen von Menschen, den das Schauspiel herbeigezogen, um den zweirädrigen Karren, an dem die Tiere befestigt waren, erblickten; unter unendlichem Gelächter einander zurufend, daß die Pferde schon, um derenthalben der Staat wanke, an den Schinder gekommen wären! Der Junker, der",114915,115300,3.6,cited
" um den Karren herumgegangen war, und die ",115300,115342,0.0,not_cited
"jämmerlichen Tiere, die alle Augenblicke sterben zu wollen schienen",115342,115409,2.6666666666666665,cited
", betrachtet hatte, sagte verlegen: ",115409,115445,0.0,not_cited
"das wären die Pferde nicht, die er dem Kohlhaas abgenommen;",115445,115504,1.0,cited
" doch Herr Kunz, ",115504,115521,0.0,not_cited
"der Kämmerer, einen Blick sprachlosen Grimms voll auf ihn werfend, der, wenn er von Eisen gewesen wäre, ihn zerschmettert hätte, trat, indem er seinen Mantel, Orden und Kette entblößend, zurückschlug, zu dem Abdecker heran, und fragte ihn: ob das die Rappen wären, die der Schäfer von Wilsdruf an sich gebracht, und der Junker Wenzel von Tronka, dem sie gehörten, bei den Gerichten daselbst requiriert hätte?",115521,115929,1.7142857142857142,cited
 ,115929,115930,0.0,not_cited
"Der Abdecker, der, einen Eimer Wasser in der Hand, beschäftigt war, einen dicken, wohlbeleibten Gaul, der seinen Karren zog, zu tränken, sagte: »die schwarzen?« – Er streifte dem Gaul, nachdem er den Eimer niedergesetzt, das Gebiß aus dem Maul, und sagte: »die Rappen, die an die Runge gebunden wären, hätte ihm der Schweinehirte von Hainichen verkauft. Wo der sie herhätte, und ob sie von dem Wilsdrufer Schäfer kämen, das wisse er nicht. Ihm hätte«, sprach er, während er den Eimer wieder aufnahm, und zwischen Deichsel und Knie anstemmte: »ihm hätte der Gerichtsbote aus Wilsdruf gesagt, daß er sie nach Dresden in das Haus derer von Tronka bringen solle; aber der Junker, an den er gewiesen sei, heiße Kunz.« Bei diesen Worten wandte er sich mit dem Rest des Wassers, den der Gaul im Eimer übriggelassen hatte, und schüttete ihn auf das Pflaster der Straße",115930,116790,1.6666666666666667,cited
 aus. ,116790,116796,0.0,not_cited
"Der Kämmerer, der, von den Blicken der hohnlachenden Menge umstellt, den Kerl, der mit empfindungslosem Eifer seine Geschäfte betrieb, nicht bewegen konnte, daß er ihn ansah, sagte: daß er der Kämmerer, Kunz von Tronka, wäre;",116796,117021,3.3333333333333335,cited
" die Rappen aber, die er an sich bringen solle, müßten dem Junker, seinem Vetter, gehören; von einem Knecht, der bei Gelegenheit des Brandes aus der Tronkenburg entwichen, an den Schäfer zu Wilsdruf gekommen, und ursprünglich zwei dem Roßhändler Kohlhaas zugehörige Pferde sein! Er fragte den Kerl, der ",117021,117324,0.0,not_cited
"mit gespreizten Beinen dastand, und sich die Hosen in die Höhe",117324,117386,1.0,cited
" zog: ob er davon nichts wisse? Und ob sie der Schweinehirte von Hainichen nicht vielleicht, auf welchen Umstand alles ankomme, von dem Wilsdrufer Schäfer, oder von einem Dritten, der sie seinerseits von demselben gekauft, erstanden hätte? – Der Abdecker, der sich an den Wagen gestellt und sein Wasser abgeschlagen hatte, sagte: »er wäre mit den Rappen nach Dresden bestellt, um in dem Hause derer von Tronka sein Geld dafür zu empfangen. Was er da vorbrächte, verstände er nicht; und ",117386,117872,0.0,not_cited
"ob sie, vor dem Schweinehirten aus Hainichen, Peter oder Paul besessen hätte, oder der Schäfer aus Wilsdruf",117872,117979,1.0,cited
", gelte ihm, da sie nicht gestohlen wären, gleich.« Und damit ging er, die Peitsche quer über seinen breiten Rücken, nach einer Kneipe, die auf dem Platze lag, in der Absicht, hungrig wie er war, ein Frühstück einzunehmen. Der ",117979,118206,0.0,not_cited
"Kämmerer, der auf der Welt Gottes nicht wußte, was er mit Pferden",118206,118271,1.0,cited
", die ",118271,118277,0.0,not_cited
der Schweinehirte von Hainichen an,118277,118311,1.0,cited
" den Schinder in Döbbeln verkauft, machen solle, ",118311,118360,0.0,not_cited
"falls es nicht diejenigen wären, auf welchen der Teufel durch Sachsen ritt, forderte den Junker auf, ein Wort zu sprechen;",118360,118482,1.3333333333333333,cited
" doch da dieser mit bleichen, bebenden Lippen erwiderte: das Ratsamste wäre, daß man die Rappen kaufe, sie möchten dem Kohlhaas gehören oder nicht: so trat der Kämmerer, Vater und Mutter, die ihn geboren, verfluchend, indem er sich den Mantel zurückschlug, gänzlich unwissend, was er ",118482,118766,0.0,not_cited
zu tun oder zu lassen,118766,118787,1.0,cited
" habe, aus dem Haufen des Volks zurück. Er rief den Freiherrn von Wenk, einen Bekannten, der über die Straße ritt, zu sich heran, und ",118787,118921,0.0,not_cited
"trotzig, den Platz nicht zu verlassen, eben weil das Gesindel höhnisch auf ihn einblickte",118921,119010,1.0,cited
", und, mit vor dem Mund zusammengedrückten Schnupftüchern, nur auf seine Entfernung zu warten schien, um loszuplatzen, bat er ihn, bei dem Großkanzler, Grafen Wrede, abzusteigen, und durch dessen Vermittelung den Kohlhaas zur Besichtigung der Rappen herbeizuschaffen. ",119010,119278,0.0,not_cited
"Es traf sich, daß Kohlhaas eben, durch einen",119278,119322,1.0,cited
" Gerichtsboten herbeigerufen, in dem Gemach des Großkanzlers, gewisser, die Deposition in Lützen betreffenden Erläuterungen wegen, die man von ihm bedurfte, gegenwärtig war, als der Freiherr, in der eben erwähnten Absicht, zu ihm ins Zimmer trat; und während der Großkanzler sich mit einem verdrießlichen Gesicht vom Sessel erhob, und den Roßhändler, dessen Person jenem unbekannt war, mit den Papieren, die er in der Hand hielt, zur Seite stehen ließ, stellte der Freiherr ihm die Verlegenheit, in welcher sich die Herren von Tronka befanden, vor. Der Abdecker von Döbbeln sei, auf mangelhafte Requisition der Wilsdrufer Gerichte, mit Pferden erschienen, ",119322,119978,0.0,not_cited
deren Zustand so heillos beschaffen,119978,120013,1.0,cited
" wäre, daß der Junker Wenzel anstehen müsse, sie für die dem Kohlhaas gehörigen anzuerkennen; dergestalt, daß, falls man sie gleichwohl dem Abdecker abnehmen solle, um in den Ställen der Ritter, zu ihrer Wiederherstellung, einen Versuch zu machen, vorher eine Okular-Inspektion des Kohlhaas, um den besagten Umstand außer Zweifel zu setzen, notwendig sei. »Habt demnach die Güte«, schloß er, »den Roßhändler durch eine Wache aus seinem Hause abholen und auf den Markt, wo die Pferde stehen, hinführen zu lassen.« Der Großkanzler, ",120013,120543,0.0,not_cited
indem er sich eine,120543,120561,2.0,cited
" Brille von der Nase nahm, sagte: daß er in einem doppelten Irrtum stünde; einmal, wenn er glaube, daß der in Rede stehende Umstand anders nicht, als durch eine Okular-Inspektion des Kohlhaas auszumitteln sei; und dann, wenn er sich einbilde, er, der Kanzler, sei befugt, den Kohlhaas durch eine Wache, wohin es dem Junker beliebe, abführen zu lassen. Dabei stellte er ihm den Roßhändler, der hinter ihm stand, vor, und bat ihn, indem er sich niederließ und seine Brille wieder aufsetzte, sich in dieser Sache an ihn selbst zu wenden. – Kohlhaas, der mit keiner Miene, was in seiner Seele vorging, zu erkennen gab, sagte: daß er bereit wäre, ihm zur Besichtigung der Rappen, die der Abdecker in die Stadt gebracht, auf den Markt zu folgen. Er trat, während der Freiherr sich betroffen zu ihm umkehrte, wieder an den Tisch des Großkanzlers heran, und nachdem er demselben noch, aus den Papieren seiner Brieftasche, mehrere, die Deposition in Lützen betreffende Nachrichten gegeben hatte, beurlaubte er sich von ihm; der Freiherr, der, über das ganze Gesicht rot, ans Fenster getreten war, empfahl sich ihm gleichfalls; und beide gingen, begleitet von den drei durch den Prinzen von Meißen eingesetzten Landsknechten, unter dem Troß einer Menge von Menschen, nach dem Schloßplatz hin. Der Kämmerer, Herr Kunz, der inzwischen den Vorstellungen mehrerer Freunde, die sich um ihn eingefunden hatten, zum Trotz, ",120561,121967,0.0,not_cited
"seinen Platz, dem Abdecker von Döbbeln gegenüber, unter dem Volke behauptet",121967,122042,1.0,cited
" hatte, trat, sobald der Freiherr mit dem Roßhändler erschien, an den letzteren heran, und fragte ihn, ",122042,122145,0.0,not_cited
"indem er sein Schwert, mit Stolz und Ansehen, unter dem Arm hielt",122145,122210,1.0,cited
": ob die Pferde, die hinter dem Wagen stünden, die seinigen wären? Der Roßhändler, nachdem er, mit einer bescheidenen Wendung gegen den die Frage an ihn richtenden Herrn, den er nicht kannte, den Hut gerückt hatte, trat, ohne ihm zu antworten, im Gefolge sämtlicher Ritter, an den Schinderkarren heran; und die Tiere, ",122210,122528,0.0,not_cited
"die, auf wankenden Beinen, die Häupter zur Erde gebeugt, dastanden",122528,122594,1.0,cited
", und von dem Heu, das ihnen der Abdecker vorgelegt hatte, nicht fraßen, flüchtig, ",122594,122677,0.0,not_cited
aus einer Ferne von zwölf,122677,122702,1.0,cited
" Schritt, in welcher er stehenblieb, betrachtet: gnädigster Herr! wandte er sich wieder zu dem Kämmerer zurück, der Abdecker hat ganz ",122702,122836,0.0,not_cited
"recht; die Pferde, die an seinen Karren gebunden sind, gehören mir!",122836,122903,1.0,cited
" Und damit, indem er sich in dem ",122903,122936,0.0,not_cited
ganzen Kreise der Herren umsah,122936,122966,1.0,cited
", rückte er den Hut noch einmal, und begab sich, von seiner Wache begleitet, wieder von dem Platz hinweg. Bei diesen Worten trat ",122966,123095,0.0,not_cited
"der Kämmerer, mit einem raschen, seinen Helmbusch erschütternden Schritt zu dem Abdecker heran",123095,123189,1.0,cited
", und warf ",123189,123200,0.0,not_cited
ihm einen Beutel mit Geld zu;,123200,123229,1.0,cited
" und während dieser sich, den Beutel in der Hand, ",123229,123279,0.0,not_cited
mit einem bleiernen Kamm die Haare über die Stirn zurückkämmte,123279,123341,1.0,cited
", und das Geld betrachtete, ",123341,123369,0.0,not_cited
"befahl er einem Knecht, die Pferde abzulösen und nach Hause zu führen!",123369,123439,2.5,cited
" Der Knecht, der auf den Ruf des Herrn, einen Kreis von Freunden und Verwandten, die er unter dem Volke besaß, verlassen hatte, ",123439,123567,0.0,not_cited
"trat auch, in der Tat, ein wenig rot im Gesicht",123567,123614,1.3333333333333333,cited
", über eine große Mistpfütze, die sich zu ihren Füßen gebildet hatte, ",123614,123684,0.0,not_cited
"zu den Pferden heran; doch kaum hatte er ihre Halftern erfaßt, um sie loszubinden, als ihn Meister Himboldt, sein Vetter, schon beim Arm ergriff, und mit den Worten: du rührst die Schindmähren nicht an! von dem Karren hinwegschleuderte.",123684,123920,1.3333333333333333,cited
" Er setzte, indem er sich mit ungewissen Schritten über die Mistpfütze wieder zu dem Kämmerer, der über diesen Vorfall sprachlos dastand, zurück wandte, hinzu: ",123920,124080,0.0,not_cited
daß er sich einen Schinderknecht anschaffen müsse um ihm einen solchen Dienst zu leisten!,124080,124169,1.0,cited
" Der Kämmerer, der, vor Wut schäumend, den Meister auf einen Augenblick betrachtet hatte, kehrte sich um, und rief über die Häupter der Ritter, die ihn umringten, hinweg, nach der Wache; und sobald, auf die Bestellung des Freiherrn von Wenk, ein Offizier mit einigen kurfürstlichen Trabanten, aus dem Schloß erschienen war, forderte er denselben ",124169,124515,0.0,not_cited
"unter einer kurzen Darstellung der schändlichen Aufhetzerei, die sich die Bürger der Stadt erlaubten, auf, den Rädelsführer, Meister Himboldt, in Verhaft zu nehmen.",124515,124679,1.0,cited
" Er verklagte den Meister, indem er ihn bei der Brust faßte: daß er seinen, die Rappen auf seinen Befehl losbindenden Knecht von dem Karren hinweggeschleudert und mißhandelt hätte. Der Meister, indem er den Kämmerer mit einer geschickten Wendung, die ihn befreiete, zurückwies, sagte: gnädigster Herr! einem Burschen von zwanzig Jahren bedeuten, was er zu tun hat, heißt nicht, ihn verhetzen! Befragt ihn, ",124679,125085,0.0,not_cited
ob er sich gegen Herkommen und Schicklichkeit mit den Pferden,125085,125146,1.0,cited
", die an die Karre gebunden sind, befassen will; will er es, nach dem, was ich gesagt, tun: sei's! Meinethalb mag er sie jetzt abludern und häuten! Bei diesen Worten wandte sich der Kämmerer zu dem Knecht herum, und ",125146,125362,0.0,not_cited
"fragte ihn: ob er irgend Anstand nähme, seinen Befehl zu erfüllen, und",125362,125432,1.0,cited
" die Pferde, die dem Kohlhaas gehörten, loszubinden, und nach Hause zu führen? und da dieser schüchtern, indem er sich unter die Bürger mischte, ",125432,125577,0.0,not_cited
"erwiderte: die Pferde müßten erst ehrlich gemacht werden, bevor man ihm das zumute; so folgte ihm der Kämmerer von hinten, riß ihm den Hut ab, der mit seinem Hauszeichen geschmückt war, zog, nachdem er den Hut mit Füßen getreten, von Leder, und jagte den Knecht mit wütenden Hieben der Klinge augenblicklich vom Platz weg",125577,125898,1.4,cited
 und aus seinen Diensten. ,125898,125924,0.0,not_cited
"Meister Himboldt rief: schmeißt den Mordwüterich doch gleich zu Boden! und während die Bürger, von diesem Auftritt empört, zusammentraten, und die Wache hinwegdrängten, warf er den Kämmerer von hinten nieder, riß ihm Mantel, Kragen und Helm ab, wand ihm das Schwert aus der Hand, und schleuderte es, in einem grimmigen Wurf, weit über den Platz hinweg.",125924,126276,1.0,cited
" Vergebens rief der Junker Wenzel, indem er sich aus dem Tumult rettete, den Rittern zu, seinem Vetter beizuspringen; ehe sie noch einen Schritt dazu getan hatten, waren sie schon von dem Andrang des Volks zerstreut, dergestalt, daß der Kämmerer, der sich den Kopf beim Fallen verletzt hatte, der ganzen Wut der Menge preisgegeben war. Nichts, als ",126276,126624,0.0,not_cited
"die Erscheinung eines Trupps berittener Landsknechte, die zufällig",126624,126690,1.3333333333333333,cited
" über den Platz zogen, und die der Offizier der kurfürstlichen Trabanten zu seiner Unterstützung herbeirief, konnte den Kämmerer retten. Der Offizier, nachdem er den Haufen verjagt, ergriff den wütenden Meister, und während derselbe durch einige Reuter nach dem Gefängnis gebracht ward, hoben zwei Freunde den unglücklichen mit Blut bedeckten Kämmerer vom Boden auf, und führten ihn nach Hause. ",126690,127085,0.0,not_cited
"Einen so heillosen Ausgang nahm der wohlgemeinte und redliche Versuch, dem Roßhändler wegen des Unrechts, das man ihm zugefügt, Genugtuung zu verschaffen.",127085,127239,1.0,cited
 ,127239,127240,0.0,not_cited
"Der Abdecker von Döbbeln, dessen",127240,127272,1.0,cited
" Geschäft abgemacht war, und der sich nicht länger aufhalten wollte, band, da sich das Volk zu zerstreuen anfing, die Pferde an einen Laternenpfahl, wo sie, den ganzen Tag über, ohne daß sich jemand um sie bekümmerte, ein Spott der Straßenjungen und Tagediebe, stehen blieben; dergestalt, daß in Ermangelung aller Pflege und Wartung die Polizei sich ihrer annehmen mußte, und gegen Einbruch der Nacht den Abdecker von Dresden herbeirief, um sie, bis auf weitere Verfügung, auf der Schinderei vor der Stadt zu besorgen.

Dieser Vorfall, ",127272,127808,0.0,not_cited
"sowenig der Roßhändler ihn in der Tat verschuldet hatte, erweckte gleichwohl, auch bei den Gemäßigtern und Besseren, eine, dem Ausgang seiner Streitsache höchst gefährliche Stimmung im Lande. Man fand das Verhältnis desselben zum Staat ganz unerträglich, und in Privathäusern und auf öffentlichen Plätzen, erhob sich die Meinung, daß es besser sei, ein offenbares Unrecht an ihm zu verüben, und die ganze Sache von neuem niederzuschlagen, als ihm Gerechtigkeit, durch Gewalttaten ertrotzt, in einer so nichtigen Sache, zur bloßen Befriedigung seines rasenden Starrsinns, zukommen zu lassen.",127808,128398,2.0,cited
" Zum völligen Verderben des armen Kohlhaas mußte der Großkanzler selbst, aus ",128398,128475,0.0,not_cited
"übergroßer Rechtlichkeit, und einem davon herrührenden Haß gegen die Familie von Tronka",128475,128562,1.0,cited
", beitragen, diese Stimmung zu befestigen und zu verbreiten. Es war höchst unwahrscheinlich, daß die Pferde, die der Abdecker von Dresden jetzt besorgte, jemals wieder in den Stand, wie sie aus dem Stall zu Kohlhaasenbrück gekommen waren, hergestellt werden würden; doch gesetzt, daß es durch Kunst und anhaltende Pflege möglich gewesen wäre: die Schmach, die zufolge der bestehenden Umstände, dadurch auf die Familie des Junkers fiel, war so groß, daß ",128562,129015,0.0,not_cited
"bei dem staatsbürgerlichen Gewicht, den sie, als eine der ersten und edelsten, im Lande",129015,129102,2.6,cited
" hatte, nichts billiger und zweckmäßiger schien, als ",129102,129155,0.0,not_cited
eine Vergütigung der Pferde in Geld,129155,129190,1.0,cited
" einzuleiten. Gleichwohl, auf einen Brief, in welchem der Präsident, Graf Kallheim, im Namen des Kämmerers, den seine Krankheit abhielt, dem Großkanzler, einige Tage darauf, diesen Vorschlag machte, erließ derselbe zwar ein Schreiben an den Kohlhaas, worin er ihn ermahnte, einen solchen Antrag, wenn er an ihn ergehen sollte, nicht von der Hand zu weisen; den Präsidenten selbst aber bat er, in einer kurzen, wenig verbindlichen Antwort, ihn mit Privataufträgen in dieser Sache zu verschonen, und forderte den Kämmerer auf, sich an den Roßhändler selbst zu wenden, den er ihm als einen sehr billigen und bescheidenen Mann schilderte. Der Roßhändler, dessen ",129190,129848,0.0,not_cited
"Wille, durch den Vorfall, der sich auf dem Markt zugetragen, in der Tat gebrochen war",129848,129933,2.3333333333333335,cited
", wartete auch nur, dem Rat des Großkanzlers gemäß, auf eine Eröffnung von seiten des Junkers, oder seiner Angehörigen, um ihnen ",129933,130062,0.0,not_cited
"mit völliger Bereitwilligkeit und Vergebung alles Geschehenen, entgegenzukommen;",130062,130142,2.0,cited
 doch eben diese Eröffnung war ,130142,130173,0.0,not_cited
den stolzen Rittern zu tun empfindlich;,130173,130212,1.0,cited
" und schwer erbittert über die Antwort, die sie von dem Großkanzler empfangen hatten, zeigten sie dieselbe dem Kurfürsten, der, am Morgen des nächstfolgenden Tages, den Kämmerer krank, wie er an seinen Wunden danieder lag, in seinem Zimmer besucht hatte. Der Kämmerer, mit einer, durch seinen Zustand, schwachen und rührenden Stimme, fragte ihn, ",130212,130558,0.0,not_cited
"ob er, nachdem er sein Leben daran gesetzt, um diese Sache, seinen Wünschen gemäß, beizulegen, auch noch seine Ehre dem Tadel der Welt aussetzen, und mit einer Bitte um Vergleich und Nachgiebigkeit, vor einem Manne erscheinen solle, der alle nur erdenkliche Schmach und Schande über ihn und seine Familie gebracht habe.",130558,130877,1.0,cited
 ,130877,130878,0.0,not_cited
"Der Kurfürst, nachdem er den Brief gelesen hatte, fragte den Grafen Kallheim verlegen: ob das Tribunal nicht befugt sei, ohne weitere Rücksprache mit dem Kohlhaas, auf den Umstand, daß die Pferde nicht wiederherzustellen wären, zu fußen, und demgemäß das Urteil, gleich, als ob sie tot wären, auf bloße Vergütigung derselben in Geld abzufassen? Der Graf antwortete: »gnädigster Herr, sie sind tot: sind in staatsrechtlicher Bedeutung tot, weil sie keinen Wert haben, und werden es physisch sein, bevor man sie, aus der Abdeckerei, in die Ställe der Ritter gebracht hat«; worauf der",130878,131459,3.142857142857143,cited
" Kurfürst, indem er den Brief einsteckte, sagte, daß er mit dem Großkanzler selbst darüber sprechen wolle, den Kämmerer, der sich halb aufrichtete und seine Hand dankbar ergriff, beruhigte, und nachdem er ihm noch empfohlen hatte, für seine Gesundheit Sorge zu tragen, mit vieler Huld sich von seinem Sessel erhob, und das Zimmer verließ.
",131459,131798,0.0,not_cited
"So standen die Sachen in Dresden, als sich über den armen Kohlhaas, noch ein anderes, bedeutenderes Gewitter, von Lützen her, zusammenzog, dessen Strahl die arglistigen Ritter geschickt genug waren, auf das unglückliche Haupt desselben herabzuleiten.",131798,132048,1.3333333333333333,cited
" Johann Nagelschmidt nämlich, einer von den durch den Roßhändler zusammengebrachten, und nach Erscheinung der kurfürstlichen Amnestie wieder abgedankten Knechten, hatte für gut befunden, wenige Wochen nachher, an der böhmischen Grenze, ",132048,132284,0.0,not_cited
einen Teil dieses zu allen Schandtaten aufgelegten Gesindels von neuem,132284,132354,1.0,cited
" zusammenzuraffen, und das Gewerbe, auf dessen Spur ihn Kohlhaas geführt hatte, auf seine eigne Hand fortzusetzen. Dieser nichtsnutzige Kerl nannte sich, teils um den Häschern von denen er verfolgt ward, Furcht einzuflößen, teils um das Landvolk, auf die gewohnte Weise, zur Teilnahme an seinen Spitzbübereien zu verleiten, einen Statthalter des Kohlhaas; sprengte mit einer seinem Herrn abgelernten Klugheit aus, daß die Amnestie an mehreren, in ihre Heimat ruhig zurückgekehrten Knechten nicht gehalten, ja der Kohlhaas selbst, mit himmelschreiender Wortbrüchigkeit, ",132354,132923,0.0,not_cited
bei seiner Ankunft in Dresden,132923,132952,1.0,cited
" eingesteckt, und einer Wache übergeben worden sei; dergestalt, daß in Plakaten, die den Kohlhaasischen ganz ähnlich waren, sein Mordbrennerhaufen als ein zur bloßen Ehre Gottes aufgestandener Kriegshaufen erschien, bestimmt, ",132952,133178,0.0,not_cited
über die Befolgung der ihnen von dem Kurfürsten angelobten Amnestie zu,133178,133248,1.0,cited
" wachen; alles, wie schon gesagt, keineswegs zur Ehre Gottes, noch aus Anhänglichkeit an den Kohlhaas, dessen Schicksal ihnen völlig gleichgültig war, sondern um unter dem Schutz solcher Vorspiegelungen desto ungestrafter und bequemer zu sengen und zu plündern. Die Ritter, sobald die ersten Nachrichten davon nach Dresden kamen, konnten ihre Freude über diesen, ",133248,133611,0.0,not_cited
dem ganzen Handel eine andere Gestalt,133611,133648,1.0,cited
" gebenden Vorfall nicht unterdrücken. Sie erinnerten mit weisen und mißvergnügten Seitenblicken an den Mißgriff, den man begangen, indem man dem Kohlhaas, ihren dringenden und wiederholten Warnungen zum Trotz, Amnestie erteilt, gleichsam als hätte man die Absicht gehabt Bösewichtern aller Art dadurch, zur Nachfolge auf seinem Wege, das Signal zu geben; und nicht zufrieden, dem Vorgeben des Nagelschmidt, zur bloßen Aufrechterhaltung und Sicherheit seines unterdrückten Herrn die Waffen ergriffen zu haben, Glauben zu schenken, äußerten sie sogar die bestimmte Meinung, daß die ganze Erscheinung desselben nichts, als ein von dem Kohlhaas angezetteltes Unternehmen sei, um die Regierung in Furcht zu setzen, und den Fall des Rechtsspruchs, Punkt vor Punkt, seinem rasenden Eigensinn gemäß, durchzusetzen und zu beschleunigen. Ja, der Mundschenk, Herr Hinz, ging so weit, einigen Jagdjunkern und Hofherren, die sich nach der Tafel im Vorzimmer des Kurfürsten um ihn versammelt hatten, die Auflösung des Räuberhaufens in Lützen als eine verwünschte Spiegelfechterei darzustellen; und indem er sich über die Gerechtigkeitsliebe des Großkanzlers sehr lustig machte, erwies er aus mehreren witzig zusammengestellten Umständen, daß der Haufen, nach wie vor, noch in den Wäldern des Kurfürstentums vorhanden sei, und nur auf den Wink des Roßhändlers warte, um daraus von neuem mit Feuer und Schwert hervorzubrechen. Der Prinz Christiern von Meißen, über diese Wendung der Dinge, die seines Herrn Ruhm auf die empfindlichste Weise zu beflecken drohete, sehr mißvergnügt, begab sich sogleich zu demselben aufs Schloß; und ",133648,135263,0.0,not_cited
das Interesse der Ritter,135263,135287,1.0,cited
", den Kohlhaas, wenn es möglich wäre, auf den Grund neuer Vergehungen zu stürzen, wohl durchschauend, bat er sich von demselben die Erlaubnis aus, ",135287,135434,0.0,not_cited
unverzüglich ein Verhör über den Roßhändler anstellen zu,135434,135490,1.0,cited
" dürfen. Der Roßhändler, nicht ohne Befremden, durch einen Häscher in das Gubernium abgeführt, erschien, ",135490,135595,0.0,not_cited
"den Heinrich und Leopold, seine beiden kleinen Knaben auf dem Arm;",135595,135661,2.0,cited
" denn Sternbald, der Knecht, war tags zuvor mit seinen fünf Kindern aus dem Mecklenburgischen, wo sie sich aufgehalten hatten, bei ihm angekommen, und ",135661,135812,0.0,not_cited
"Gedanken mancherlei Art, die zu entwickeln zu weitläuftig sind",135812,135874,1.0,cited
", bestimmten ihn, die Jungen, die ihn bei seiner Entfernung unter dem Erguß kindischer Tränen darum baten, aufzuheben, und in das Verhör mitzunehmen. Der Prinz, nachdem er die Kinder, die Kohlhaas neben sich niedergesetzt hatte, wohlgefällig betrachtet und auf eine freundliche Weise nach ihrem Alter und Namen gefragt hatte, eröffnete ihm, was der Nagelschmidt, sein ehemaliger Knecht, sich in den Tälern des Erzgebirges für Freiheiten herausnehme; und indem er ihm die sogenannten Mandate desselben überreichte, forderte er ihn auf, dagegen vorzubringen, was er zu seiner Rechtfertigung vorzubringen wüßte. Der Roßhändler, so schwer er auch in der Tat über diese schändlichen und verräterischen Papiere erschrak, hatte gleichwohl, einem so rechtschaffenen Manne, als der Prinz war, gegenüber, wenig Mühe, die Grundlosigkeit der gegen ihn auf die Bahn gebrachten Beschuldigungen, befriedigend auseinanderzulegen. Nicht nur, daß zufolge seiner Bemerkung er, so wie die Sachen standen, überhaupt noch zur Entscheidung seines, im besten Fortgang begriffenen Rechtsstreits, keiner Hülfe von seiten eines Dritten bedürfte: aus einigen Briefschaften, die er bei sich trug, und die er dem Prinzen vorzeigte, ging sogar eine Unwahrscheinlichkeit ganz eigner Art hervor, daß das Herz des Nagelschmidts gestimmt sein sollte, ihm dergleichen Hülfe zu leisten, ",135874,137224,0.0,not_cited
"indem er den Kerl, wegen auf dem platten Lande verübter Notzucht und anderer Schelmereien, kurz vor Auflösung des Haufens in Lützen hatte hängen lassen wollen;",137224,137383,1.0,cited
