,id,startpos,endpos,text
196,1409,75303,75354,der Anblick der alten Frau wirkte gewaltig auf ihn.
197,1533,75640,75680,zwei Leichenhemden mit schwarzen Bändern
198,1037,75775,75885,Ganz zu unterst auf dem Boden des Koffers lag die silberne Uhr und einige Schriften von sehr leserlicher Hand;
199,1455,75960,75995,der Verbindung mit den Holzfrevlern
200,385,76854,77085,"Schöne Polizei!« murmelte der Gutsherr, »jede alte Schachtel im Dorf weiß Bescheid, wenn es recht geheim zugehen soll.« Dann fuhr er heftig fort: »Das müßte wahrhaftig ein dummer Teufel von Delinquenten sein, der sich packen ließe!"
201,439,77116,78220,"Mein Fuhrmann hatte sich in der Nacht verirrt«, hob der Amtsschreiber wieder an; »über eine Stunde lang hielten wir im Walde; es war ein Mordwetter; ich dachte, der Wind werde den Wagen umreißen. Endlich, als der Regen nachließ, fuhren wir in Gottes Namen darauf los, immer in das Zellerfeld hinein, ohne eine Hand vor den Augen zu sehen. Da sagte der Kutscher: ›Wenn wir nur nicht den Steinbrüchen zu nahe kommen!‹ Mir war selbst bange; ich ließ halten und schlug Feuer, um wenigstens etwas Unterhaltung an meiner Pfeife zu haben. Mit einemmale hörten wir ganz nah, perpendikulär unter uns die Glocke schlagen. Euer Gnaden mögen glauben, daß mir fatal zumute wurde. Ich sprang aus dem Wagen, denn seinen eigenen Beinen kann man trauen, aber denen der Pferde nicht. So stand ich, in Kot und Regen, ohne mich zu rühren, bis es gottlob sehr bald anfing zu dämmern. Und wo hielten wir? Dicht an der Heerser Tiefe und den Turm von Heerse gerade unter uns. Wären wir noch zwanzig Schritt weiter gefahren, wir wären alle Kinder des Todes gewesen.« – »Das war in der Tat kein Spaß«, versetzte der Gutsherr, halb"
202,1039,78301,78359,"Mahnbriefe um geliehene Gelder, die meisten von Wucherern."
203,1736,78419,78485,"so tief drin steckten.« – »Ja, und daß es so an den Tag kommen muß"
204,1411,78514,78550,kein kleiner Ärger für Frau Margreth
205,1538,78684,78726,die gerichtliche Leichenschau vorzunehmen.
206,387,78729,79028,"Die Untersuchung war kurz, gewaltsamer Tod erwiesen, der vermutliche Täter entflohen, die Anzeichen gegen ihn zwar gravierend, doch ohne persönliches Geständnis nicht beweisend, seine Flucht allerdings sehr verdächtig. So mußte die gerichtliche Verhandlung ohne genügenden Erfolg geschlossen werden."
207,89,79029,81330,"Die Juden der Umgegend hatten großen Anteil gezeigt. Das Haus der Witwe ward nie leer von Jammernden und Ratenden. Seit Menschengedenken waren nicht so viel Juden beisammen in L. gesehen worden. Durch den Mord ihres Glaubensgenossen aufs äußerste erbittert, hatten sie weder Mühe noch Geld gespart, dem Täter auf die Spur zu kommen. Man weiß sogar, daß einer derselben, gemeinhin der Wucherjoel genannt, einem seiner Kunden, der ihm mehrere Hunderte schuldete und den er für einen besonders listigen Kerl hielt, Erlaß der ganzen Summe angeboten hatte, falls er ihm zur Verhaftung des Mergel verhelfen wolle; denn der Glaube war allgemein unter den Juden, daß der Täter nur mit guter Beihülfe entwischt und wahrscheinlich noch in der Umgegend sei. Als dennoch alles nichts half und die gerichtliche Verhandlung für beendet erklärt worden war, erschien am nächsten Morgen eine Anzahl der angesehensten Israeliten im Schlosse, um dem gnädigen Herrn einen Handel anzutragen. Der Gegenstand war die Buche, unter der Aarons Stab gefunden und wo der Mord wahrscheinlich verübt worden war. – »Wollt ihr sie fällen? So mitten im vollen Laube?« fragte der Gutsherr. – »Nein, Ihro Gnaden, sie muß stehenbleiben im Winter und Sommer, solange ein Span daran ist.« – »Aber, wenn ich nun den Wald hauen lasse, so schadet es dem jungen Aufschlag.« – »Wollen wir sie doch nicht um gewöhnlichen Preis.« Sie boten zweihundert Taler. Der Handel ward geschlossen und allen Förstern streng eingeschärft, die Judenbuche auf keine Weise zu schädigen. – Darauf sah man an einem Abende wohl gegen sechzig Juden, ihren Rabbiner an der Spitze, in das Brederholz ziehen, alle schweigend und mit gesenkten Augen. – Sie blieben über eine Stunde im Walde und kehrten dann ebenso ernst und feierlich zurück, durch das Dorf B. bis in das Zellerfeld, wo sie sich zerstreuten und jeder seines Weges ging. – Am nächsten Morgen stand an der Buche mit dem Beil eingehauen:
אם תעמוד במקום תות יפגע בך כאשר אתת עשית לי
Und wo war Friedrich? Ohne Zweifel fort, weit genug, um die kurzen Arme einer so schwachen Polizei nicht mehr fürchten zu dürfen. Er war bald verschollen, vergessen. Ohm Simon redete selten von ihm, und dann schlecht; die Judenfrau tröstete sich am Ende und nahm einen anderen Mann. Nur die arme Margreth blieb ungetröstet."
208,1281,81331,81359,Etwa ein halbes Jahr nachher
209,1049,81360,82432,"las der Gutsherr einige eben erhaltene Briefe in Gegenwart des Amtsschreibers. – »Sonderbar, sonderbar!« sagte er. »Denken Sie sich, Kapp, der Mergel ist vielleicht unschuldig an dem Morde. Soeben schreibt mir der Präsident des Gerichtes zu P.: ›Le vrai n'est pas toujours vraisemblable‹; das erfahre ich oft in meinem Berufe und jetzt neuerdings. Wissen Sie wohl, daß ihr lieber Getreuer, Friedrich Mergel, den Juden mag ebensowenig erschlagen haben als ich oder Sie? Leider fehlen die Beweise, aber die Wahrscheinlichkeit ist groß. Ein Mitglied der Schlemmingschen Bande (die wir jetzt, nebenbei gesagt, größtenteils unter Schloß und Riegel haben), Lumpenmoises genannt, hat im letzten Verhöre ausgesagt, daß ihn nichts so sehr gereue als der Mord eines Glaubensgenossen, Aaron, den er im Walde erschlagen und doch nur sechs Groschen bei ihm gefunden habe. Leider ward das Verhör durch die Mittagsstunde unterbrochen, und während wir tafelten, hat sich der Hund von einem Juden an seinem Strumpfband erhängt. Was sagen Sie dazu? Aaron ist zwar ein verbreiteter Name usw."
210,292,82437,82789,"Was sagen Sie dazu?« wiederholte der Gutsherr: »und weshalb wäre der Esel von einem Burschen denn gelaufen?« – Der Amtsschreiber dachte nach. – »Nun, vielleicht der Holzfrevel wegen, mit denen wir ja gerade in Untersuchung waren. Heißt es nicht: der Böse läuft vor seinem eigenen Schatten? Mergels Gewissen war schmutzig genug auch ohne diesen Flecken."
211,946,82831,82930,"hin, verschwunden und – Johannes Niemand, der arme, unbeachtete Johannes, am gleichen Tage mit ihm."
212,1210,82935,82972,Eine schöne lange Zeit war verflossen
213,948,82989,83341,"Jahre, fast die Hälfte eines Menschenlebens; der Gutsherr war sehr alt und grau geworden, sein gutmütiger Gehülfe Kapp längst begraben. Menschen, Tiere und Pflanzen waren entstanden, gereift, vergangen, nur Schloß B. sah immer gleich grau und vornehm auf die Hütten herab, die wie alte hektische Leute immer fallen zu wollen schienen und immer standen."
214,1440,83342,83387,"Es war am Vorabende des Weihnachtsfestes, den"
215,952,83848,84038,Da bewegte sich von der Breder Höhe herab eine Gestalt langsam gegen das Dorf; der Wanderer schien sehr matt oder krank; er stöhnte schwer und schleppte sich äußerst mühsam durch den Schnee.
216,954,84039,85229,"An der Mitte des Hanges stand er still, lehnte sich auf seinen Krückenstab und starrte unverwandt auf die Lichtpunkte. Es war so still überall, so tot und kalt; man mußte an Irrlichter auf Kirchhöfen denken. Nun schlug es zwölf im Turm; der letzte Schlag verdröhnte langsam, und im nächsten Hause erhob sich ein leiser Gesang, der, von Hause zu Hause schwellend, sich über das ganze Dorf zog:
Ein Kindelein so löbelich
Ist uns geboren heute,
Von einer Jungfrau säuberlich,
Des freun sich alle Leute;
Und wär das Kindelein nicht geborn,
So wären wir alle zusammen verlorn:
Das Heil ist unser aller.
O du mein liebster Jesu Christ,
Der du als Mensch geboren bist,
Erlös uns von der Hölle!
Der Mann am Hange war in die Knie gesunken und versuchte mit zitternder Stimme einzufallen: es ward nur ein lautes Schluchzen daraus, und schwere, heiße Tropfen fielen in den Schnee. Die zweite Strophe begann; er betete leise mit; dann die dritte und vierte. Das Lied war geendigt, und die Lichter in den Häusern begannen sich zu bewegen. Da richtete der Mann sich mühselig auf und schlich langsam hinab in das Dorf. An mehreren Häusern keuchte er vorüber, dann stand er vor einem still und pochte leise"
217,229,85235,85456,"Was ist denn das?« sagte drinnen eine Frauenstimme; »die Türe klappert, und der Wind geht doch nicht.« – Er pochte stärker: »Um Gotteswillen, laßt einen halberfrorenen Menschen ein, der aus der türkischen Sklaverei kommt!"
218,1747,85763,85805,Ihr werdet uns den Hals nicht abschneiden.
219,962,86156,86200,den verzogenen Ausdruck langen Leidens trug.
220,144,86476,86616,"Der Heimgekehrte ward als Johannes Niemand erkannt, und er selbst bestätigte, daß er derselbe sei, der einst mit Friedrich Mergel entflohen."
221,1264,86875,86962,"die Alten fanden seine Züge noch ganz wohl heraus, so erbärmlich entstellt er auch war."
222,103,87379,87789,"Man fragte ihn, warum Friedrich sich denn aus dem Staube gemacht, da er den Juden doch nicht erschlagen? – »Nicht?« sagte Johannes und horchte gespannt auf, als man ihm erzählte, was der Gutsherr geflissentlich verbreitet hatte, um den Fleck von Mergels Namen zu löschen. – »Also ganz umsonst«, sagte er nachdenkend, »ganz umsonst so viel ausgestanden!« Er seufzte tief und fragte nun seinerseits nach manchem."
223,1750,87941,87978,zwischen ihnen keine reine Sache war.
224,403,88016,88074,und war in einem fremden Schuppen auf dem Stroh gestorben.
225,644,88110,88430,"in völliger Geistesstumpfheit. Die Leute im Dorf waren es bald müde geworden, ihr beizustehen, da sie alles verkommen ließ, was man ihr gab, wie es denn die Art der Menschen ist, gerade die Hülflosesten zu verlassen, solche, bei denen der Beistand nicht nachhaltig wirkt und die der Hülfe immer gleich bedürftig bleiben."
226,646,88480,88667,"die Gutsherrschaft sorgte sehr für sie, schickte ihr täglich das Essen und ließ ihr auch ärztliche Behandlung zukommen, als ihr kümmerlicher Zustand in völlige Abzehrung übergegangen war."
227,973,88966,89091,"er betete bei keinem Grabe, ging auch an keines dicht hinan, aber auf einige schien er aus der Ferne starre Blicke zu heften."
228,105,89100,89137,"ihn der Förster Brandis, der Sohn des"
229,1559,89219,89254,Beim Eintritt in das Wohnzimmer sah
230,1561,89258,89318,"scheu umher, wie vom Licht geblendet, und dann auf den Baron"
231,232,89534,90738,"Nun, Johannes«, sagte der Gutsherr, »erzähl mir einmal recht ordentlich von deinen Abenteuern. Aber«, er musterte ihn durch die Brille, »du bist ja erbärmlich mitgenommen in der Türkei!« – Johannes begann: wie Mergel ihn nachts von der Herde abgerufen und gesagt, er müsse mit ihm fort. – »Aber warum lief der dumme Junge denn? Du weißt doch, daß er unschuldig war?« – Johannes sah vor sich nieder: »Ich weiß nicht recht, mich dünkt, es war wegen Holzgeschichten. Simon hatte so allerlei Geschäfte; mir sagte man nichts davon, aber ich glaube nicht, daß alles war, wie es sein sollte.« – »Was hat denn Friedrich dir gesagt?« – »Nichts, als daß wir laufen müßten, sie wären hinter uns her. So liefen wir bis Heerse; da war es noch dunkel, und wir versteckten uns hinter das große Kreuz am Kirchhofe, bis es etwas heller würde, weil wir uns vor den Steinbrüchen am Zellerfelde fürchteten, und wie wir eine Weile gesessen hatten, hörten wir mit einem Male über uns schnauben und stampfen und sahen lange Feuerstrahlen in der Luft gerade über dem Heerser Kirchturm. Wir sprangen auf und liefen, was wir konnten, in Gottes Namen gerade aus, und wie es dämmerte, waren wir wirklich auf dem rechten Wege nach P."
232,238,90975,91563,"wie sie glücklich durch P. und über die Grenze gekommen. Von da an hatten sie sich als wandernde Handwerksburschen durchgebettelt bis Freiburg im Breisgau. »Ich hatte meinen Brotsack bei mir«, sagte er, »und Friedrich ein Bündelchen; so glaubte man uns.« – In Freiburg hatten sie sich von den Österreichern anwerben lassen; ihn hatte man nicht gewollt, aber Friedrich bestand darauf. So kam er unter den Train. »Den Winter über blieben wir in Freiburg«, fuhr er fort, »und es ging uns ziemlich gut; mir auch, weil Friedrich mich oft erinnerte und mir half, wenn ich etwas verkehrt machte."
233,240,91564,91766,"Im Frühling mußten wir marschieren, nach Ungarn, und im Herbst ging der Krieg mit den Türken los. Ich kann nicht viel davon nachsagen, denn ich wurde gleich in der ersten Affäre gefangen und bin seitdem"
234,242,91767,92097,"sechsundzwanzig Jahre in der türkischen Sklaverei gewesen!« – »Gott im Himmel! Das ist doch schrecklich!« sagte Frau von S. – »Schlimm genug, die Türken halten uns Christen nicht besser als Hunde; das schlimmste war, daß meine Kräfte unter der harten Arbeit vergingen; ich ward auch älter und sollte noch immer tun wie vor Jahren."
235,978,92144,92220,es ging über Menschenkräfte und Menschengeduld; ich hielt es auch nicht aus.
236,247,92394,92446,sah ihn befremdet an und hob den Finger warnend auf;
237,527,92478,92677,"Auf dem Schiffe war es ihm nicht viel besser gegangen. »Der Skorbut riß ein; wer nicht ganz elend war, mußte über Nacht arbeiten, und das Schiffstau regierte ebenso streng wie die türkische Peitsche."
238,983,92938,92980,ich bettelte mich lieber durch bis hieher.
239,448,93050,93190,"O Herr, ich habe mein Leben zwischen Türken und Ketzern zubringen müssen; soll ich nicht wenigstens auf einem katholischen Kirchhofe liegen?"
240,989,93481,93557,"Gedanken sind zuweilen so kurios, ich kann nicht recht sagen, wie es so ist."
241,1563,93718,93762,das innigste Mitleiden mit dem armen Schelm;
242,1755,94161,94192,wenn ich erst im Gange bin – es
243,1757,94245,94270,wird mir auch nicht sauer
244,107,94453,94489,Kämmerchen bei einer Witwe im Dorfe.
245,991,94579,94747,"Im ganzen gings ihm leidlich; die Herrschaft war sehr gütig, und Herr von S. unterhielt sich oft lange mit ihm über die Türkei, den österreichischen Dienst und die See."
246,109,94751,95053,"Der Johannes könnte viel erzählen«, sagte er zu seiner Frau, »wenn er nicht so grundeinfältig wäre.« – »Mehr tiefsinnig als einfältig«, versetzte sie; »ich fürchte immer, er schnappt noch über.« – »Ei bewahre!« antwortete der Baron, »er war sein Leben lang ein Simpel; simple Leute werden nie verrückt."
247,409,95513,95655,"Die Leute sagten mir, der Wald sei gefällt, und jetzt seien so viele Kreuz- und Querwege darin, da fürchtete ich, nicht wieder hinauszukommen."
248,111,95711,95871,"Sahst du wohl«, sagte Frau von S. nachher zu ihrem Manne, »wie wunderlich und quer er aus den Augen sah? Ich sage dir, Ernst, das nimmt noch ein schlimmes Ende."
249,578,95964,96022,mancher Hektische fühlte die Schere an seinem Lebensfaden.
250,147,96054,96267,"Einflusse des nahen Äquinoktiums zu leiden; die ihn in diesen Tagen sahen, sagen, er habe auffallend verstört ausgesehen und unaufhörlich leise mit sich selber geredet, was er auch sonst mitunter tat, aber selten."
251,1565,96588,96722,"Wenn der armselige Krüppel«, setzte er bewegt hinzu, »auch nur in einen trockenen Graben gefallen ist, so kann er nicht wieder heraus."
252,1763,97068,97133,daß einer so liegen muß wie ein Stein und kann sich nicht helfen!
253,113,97366,97525,"Ein Kind hatte ihn gesehen, wie er am Rande des Brederholzes saß und an einem Löffel schnitzelte. »Er schnitt ihn aber ganz entzwei«, sagte das kleine Mädchen."
254,249,97699,97840,"das Gesicht auf den Knien, als ob er schliefe. Das war noch am vorigen Tage. Es schien, er hatte sich immer um das Brederholz herumgetrieben."
255,411,97842,97895,Wenn nur das verdammte Buschwerk nicht so dicht wäre!
256,1266,98520,98612,"guter Rock, den ihm die gnädige Frau aus dem alten Jagdkleide des Herrn hatte machen lassen;"
257,450,98844,98954,"Andenken von Mergel«, murmelte er und trat hinaus, denn ihm ward ganz beengt in dem dumpfen, engen Kämmerchen."
258,1043,100243,100282,einen unerträglichen Geruch verbreiten.
259,251,100561,100667,"die Wimper halb, und die Judenschrift fiel ihm ins Auge, sehr ausgewachsen, aber doch noch ganz kenntlich."
260,452,101462,101514,"Hierher müssen Sie treten, hierher, an diese Stelle!"
261,413,101781,101859,und die Halsbinde.« Eine breite Narbe ward sichtbar; der Gutsherr fuhr zurück.
262,115,101863,102476,"Mein Gott!« sagte er; er beugte sich wieder über die Leiche, betrachtete die Narbe mit großer Aufmerksamkeit und schwieg eine Weile in tiefer Erschütterung. Dann wandte er sich zu den Förstern: »Es ist nicht recht, daß der Unschuldige für den Schuldigen leide; sagt es nur allen Leuten: der da« – er deutete auf den Toten – »war Friedrich Mergel.« – Die Leiche ward auf dem Schindanger verscharrt.
Dies hat sich nach allen Hauptumständen wirklich so begeben im September des Jahres 1789. – Die hebräische Schrift an dem Baume heißt:
»Wenn du dich diesem Orte nahest, so wird es dir ergehen, wie du mir getan hast."
